HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,Binomial Name,PlacentalMammal,Maximum longevity (months),YoungPerYear_Litters,YoungPerYear_Interval,YoungPerYear_Estimated,YoungMassPerYear_Estimated (g)
1542,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi,Lesser hedgehog tenrec,365.0,365.0,55.0,29.0,6.0,1.0,,7.67,50.0,180.0,0.0301,19.0,671,captivity,medium,acceptable,,,0.75,116.4,307.85,"36,148,434,455,542,610,671,678,680,731,1030,1103",Echinops telfairi,True,228.0,6.0,,6.0,46.019999999999996
1545,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,dobsoni,Dobson's shrew tenrec,669.0,669.0,61.0,29.0,2.67,,,3.95,,37.8,0.0266,5.6,434,captivity,small,acceptable,,,0.315,44.6,304.05,"36,420,434,455,610,678,731",Microgale dobsoni,True,67.19999999999999,,,,
1546,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,Talazac's shrew tenrec,639.0,639.0,61.0,29.0,2.0,,,3.6,,50.0,0.0298,5.8,434,captivity,small,acceptable,,,0.243,44.0,303.95,"36,420,434,455,731",Microgale talazaci,True,69.6,,,,
1547,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,Greater hedgehog tenrec,198.0,258.0,54.0,24.0,3.0,1.0,,24.7,,225.0,0.0419,14.1,671,captivity,medium,acceptable,,,0.573,427.6,305.35,"36,420,434,455,610,671,678,680,731,1136",Setifer setosus,True,169.2,3.0,,3.0000000000000004,74.10000000000001
1548,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Tenrec,182.0,,58.0,27.0,18.0,1.5,,21.0,225.0,900.0,0.0445,8.7,671,captivity,small,acceptable,,,0.729,650.0,306.15,"36,420,434,436,455,542,610,671,678,680,731",Tenrec ecaudatus,True,104.39999999999999,12.0,,12.0,252.0
1549,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,Pronghorn,547.0,547.0,235.0,91.0,2.0,1.0,365.0,3000.0,8900.0,46100.0,0.0083,15.5,671,captivity,medium,acceptable,,,50.973,34779.3,311.15,"36,420,434,441,455,538,542,610,671,677,680,731,817,1135,1143",Antilocapra americana,True,186.0,2.0,2.0,2.0,6000.0
1550,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,Addax,1065.0,,282.0,198.0,1.0,1.0,355.0,5600.0,,92500.0,,28.0,671,captivity,large,high,,,,,,"434,455,538,610,671,680",Addax nasomaculatus,True,336.0,1.0,0.9726027397260274,0.9862062358989764,5522.754921034268
1551,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,Impala,456.0,395.0,198.0,167.0,1.0,1.0,365.0,5550.0,15900.0,52500.0,0.0043,25.6,671,captivity,large,high,,,,,,"434,455,610,671,676,677,680,731,1135",Aepyceros melampus,True,307.20000000000005,1.0,1.0,1.0,5550.0
1552,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,Hartebeest,730.0,,247.0,193.0,1.0,1.0,365.0,9050.0,,159000.0,,22.5,671,captivity,medium,acceptable,,,,,,"455,671",Alcelaphus buselaphus,True,270.0,1.0,1.0,1.0,9050.0
1554,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammotragus,lervia,Aoudad,335.0,,149.0,122.0,1.2,2.0,229.0,4500.0,,92500.0,0.0053,21.7,671,captivity,large,acceptable,,,,,,"434,455,610,671,677,680,731",Ammotragus lervia,True,260.4,0.6,0.7528767123287671,0.6721056668391215,3024.475500776047
1555,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antidorcas,marsupialis,Springbok,213.0,400.0,168.0,121.0,1.0,1.0,365.0,4160.0,,39000.0,0.0137,19.8,671,captivity,large,high,,,,,312.55,"434,448,455,542,671,731,1016",Antidorcas marsupialis,True,237.60000000000002,1.0,1.0,1.0,4160.0
1556,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Antilope,cervicapra,Blackbuck,466.0,,168.0,60.0,1.0,1.9,231.0,3850.0,,37500.0,,23.9,671,captivity,large,high,,,,,,"434,455,610,671,951",Antilope cervicapra,True,286.79999999999995,0.5263157894736842,0.6328767123287672,0.5771421025092736,2221.997094660703
1558,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bison,American bison,912.0,912.0,274.0,259.0,1.0,1.0,452.0,20000.0,158000.0,630000.0,,33.5,671,captivity,large,high,,,,,311.85,"80,82,434,441,455,542,610,671,680,951,1058,1142,1143",Bison bison,True,402.0,1.0,1.2383561643835617,1.112814523801501,22256.29047603002
1559,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bonasus,European bison,730.0,730.0,270.0,213.0,1.0,1.0,641.0,23375.0,,610000.0,,26.4,671,captivity,medium,acceptable,,,,,311.5,"434,455,542,610,671,1047",Bison bonasus,True,316.79999999999995,1.0,1.7561643835616438,1.3252035253355026,30976.632404717373
1560,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,frontalis,Gaur,590.0,550.0,275.0,137.0,1.0,0.9,634.0,23000.0,,825000.0,,26.2,671,captivity,medium,acceptable,,,,,,"434,455,671,680,1135",Bos frontalis,True,314.4,1.1111111111111112,1.736986301369863,1.3892389208843263,31952.495180339505
1561,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,grunniens,Yak,738.0,738.0,274.0,228.0,1.0,0.8,,18000.0,,667000.0,,26.3,671,captivity,large,high,,,,,311.15,"106,107,434,455,541,610,671,1004",Bos grunniens,True,315.6,1.25,,1.25,22500.0
1562,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,javanicus,Banteng,730.0,,295.0,304.0,1.0,1.0,,,,700000.0,,27.1,671,captivity,medium,acceptable,,,,,311.95,"434,455,671,680,1040,1143",Bos javanicus,True,325.20000000000005,1.0,,1.0,
1565,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,815.0,,255.0,,1.5,1.0,365.0,5875.0,,180000.0,,21.7,671,captivity,large,high,,,,,,"455,671,951",Boselaphus tragocamelus,True,260.4,1.5,1.5,1.5,8812.5
1566,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Water buffalo,502.0,,311.0,228.0,1.375,1.0,365.0,37500.0,,725000.0,,34.9,671,captivity,medium,acceptable,,,,,311.25,"81,82,434,455,610,671,1013",Bubalus bubalis,True,418.79999999999995,1.375,1.375,1.375,51562.5
1567,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,depressicornis,Anoa,730.0,730.0,300.0,,1.0,1.0,,,,155000.0,,36.1,671,captivity,medium,acceptable,,,,,,"434,448,455,610,671,978",Bubalus depressicornis,True,433.20000000000005,1.0,,1.0,
1569,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,quarlesi,Mountain anoa,,,295.0,,1.0,1.0,,,,150000.0,,29.2,671,captivity,tiny,acceptable,,,,,,"671,730,978",Bubalus quarlesi,True,350.4,1.0,,1.0,
1570,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Budorcas,taxicolor,Takin,730.0,730.0,210.0,,1.0,1.0,365.0,6000.0,,180000.0,,21.9,671,captivity,medium,acceptable,,,,,,"434,448,455,671",Budorcas taxicolor,True,262.79999999999995,1.0,1.0,1.0,6000.0
1571,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,caucasica,West Caucasian tur,,,157.0,,1.0,,,3850.0,,70000.0,,19.3,671,captivity,medium,acceptable,,,,,,"434,455,610,671",Capra caucasica,True,231.60000000000002,,,,
1572,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,cylindricornis,East Caucasian tur,1019.0,914.0,161.0,182.0,1.2,1.0,,3787.5,,50000.0,,20.2,671,captivity,small,acceptable,,,,,,"434,455,610,671",Capra cylindricornis,True,242.39999999999998,1.2,,1.2,4545.0
1573,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,745.0,,163.0,167.0,2.0,,,,,41000.0,,19.1,671,captivity,large,high,,,,,,"434,455,610,671",Capra falconeri,True,229.20000000000002,,,,
1574,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Domestic goat,406.0,685.0,155.0,160.0,1.5,1.0,451.0,2250.0,,61000.0,0.0041,20.8,671,captivity,large,high,,,,,312.45,"133,434,455,511,610,671,677,731,951,1022,1135",Capra hircus,True,249.60000000000002,1.5,1.8534246575342466,1.6673742790091761,3751.592127770646
1575,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,ibex,Ibex,797.0,1256.0,169.0,274.0,1.1,0.8,489.0,2850.0,,82500.0,0.005,20.9,671,captivity,large,high,,,,,,"434,455,610,671,677,680,731,1135,1143",Capra ibex,True,250.79999999999998,1.375,1.4736986301369865,1.4234941575006048,4056.958348876724
1576,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,,,150.0,,1.0,,,,,46250.0,,22.4,"John Gramieri, pers. comm.",captivity,large,acceptable,,,,,,"730,978",Capra nubiana,True,268.79999999999995,,,,
1578,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,sibirica,Siberian ibex,,,175.0,,,,,3640.0,,130000.0,,22.3,671,captivity,medium,acceptable,,,,,,"671,730,978",Capra sibirica,True,267.6,,,,
1579,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,crispus,Japanese serow,1095.0,1095.0,215.0,,1.0,1.0,548.0,3510.5,,80000.0,,24.0,671,captivity,small,acceptable,,,,,,"434,448,455,610,671,978",Capricornis crispus,True,288.0,1.0,1.5013698630136985,1.225303988002038,4301.429649881155
1580,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capricornis,sumatraensis,Serow,912.0,1004.0,213.0,,1.0,1.0,,3500.0,,95000.0,,18.5,671,captivity,small,acceptable,,,,,,"434,542,610,671",Capricornis sumatraensis,True,222.0,1.0,,1.0,3500.0
1581,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,dorsalis,Bay duiker,578.0,,236.0,,1.0,,,1610.0,,11600.0,,17.5,671,captivity,small,acceptable,,,,,,"455,610,671",Cephalophus dorsalis,True,210.0,,,,
1582,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,jentinki,Jentink's duiker,,,,,1.0,,,4581.0,,70000.3,,21.0,671,captivity,tiny,acceptable,,,,,,"671,730,978",Cephalophus jentinki,True,252.0,,,,
1583,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,natalensis,Natal duiker,,,213.0,,1.0,,235.0,955.0,,10000.0,,15.2,671,captivity,medium,acceptable,,,,,,"455,610,671,978",Cephalophus natalensis,True,182.39999999999998,,0.6438356164383562,0.6438356164383562,614.8630136986302
1584,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,niger,Black duiker,,,128.0,,1.0,,,1940.0,,18100.0,,14.8,671,captivity,small,acceptable,,,,,,"434,455,610,671,978",Cephalophus niger,True,177.60000000000002,,,,
1585,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,nigrifrons,Black-fronted duiker,,,,,,,,,,13900.0,,17.9,671,captivity,small,acceptable,,,,,,"434,610,671",Cephalophus nigrifrons,True,214.79999999999998,,,,
1586,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,rufilatus,Red-flanked duiker,270.0,270.0,230.0,,1.0,,,943.0,,13000.0,,15.2,671,captivity,medium,acceptable,,,,,,"434,448,455,671",Cephalophus rufilatus,True,182.39999999999998,,,,
1587,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,silvicultor,Yellow-backed duiker,,,165.0,38.0,1.0,1.0,306.0,2400.0,20512.5,62000.0,,22.5,671,captivity,medium,acceptable,,,,,,"434,455,610,671,978",Cephalophus silvicultor,True,270.0,1.0,0.8383561643835616,0.9156179139704299,2197.482993529032
1588,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Cephalophus,weynsi,Weyns's duiker,,,,,,,,,,,,15.2,671,captivity,small,acceptable,,,,,,671,Cephalophus weynsi,True,182.39999999999998,,,,
1590,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,gnou,Black wildebeest,763.0,,259.0,228.0,1.0,,,11000.0,,132250.0,,21.8,671,captivity,medium,acceptable,,,,,,"455,610,671,951",Connochaetes gnou,True,261.6,,,,
1591,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,taurinus,Blue wildebeest,411.0,912.0,253.0,278.0,1.0,1.0,365.0,18125.0,,164500.0,0.0026,24.3,671,captivity,large,high,,,230.073,196500.0,311.15,"36,420,455,610,671,677,680,731,1135",Connochaetes taurinus,True,291.6,1.0,1.0,1.0,18125.0
1592,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,lunatus,Topi,639.0,,238.0,,1.0,0.6,,11100.0,,110000.0,,23.6,671,captivity,medium,acceptable,,,,,,"434,455,542,671,676,1135",Damaliscus lunatus,True,283.20000000000005,1.6666666666666667,,1.6666666666666667,18500.0
1593,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,pygargus,Sassaby or blesbok,707.0,,243.0,152.0,1.2,,365.0,6792.0,,84500.0,0.0056,23.0,671,captivity,large,high,,,,,,"434,455,671,677,680,731,817",Damaliscus pygargus,True,276.0,,1.2,1.2,8150.4
1594,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,rufifrons,Red-fronted gazelle,,,175.0,,1.0,,,,,15011.0,,14.5,671,captivity,medium,acceptable,,,,,,"434,455,610,671",Eudorcas rufifrons,True,174.0,,,,
1595,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,thomsonii,Thomson's gazelle,365.0,,170.0,102.0,1.0,1.5,190.0,2600.0,,25000.0,,20.0,671,captivity,medium,acceptable,,,,,,"434,455,610,671,680",Eudorcas thomsonii,True,240.0,0.6666666666666666,0.5205479452054794,0.5890941889632927,1531.644891304561
1597,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Cuvier's gazelle,349.0,180.0,171.0,,1.5,,274.0,,,17500.0,,17.9,671,captivity,medium,acceptable,,,,,,"455,610,671",Gazella cuvieri,True,214.79999999999998,,1.126027397260274,1.126027397260274,
1598,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,dorcas,Dorcas gazelle,730.0,589.0,182.0,82.0,1.0,1.0,338.0,1650.0,7000.0,14500.0,,23.7,671,captivity,large,high,,,,,312.05,"434,455,610,671,680,1063,1142",Gazella dorcas,True,284.4,1.0,0.9260273972602739,0.9623031732568869,1587.8002358738634
1599,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,gazella,Mountain gazelle,476.0,,180.0,88.0,1.0,1.5,297.0,2360.0,,23250.0,,18.3,671,captivity,large,high,,,,,312.65,"359,434,455,610,671,1041",Gazella gazella,True,219.60000000000002,0.6666666666666666,0.8136986301369863,0.7365227446757211,1738.1936774347018
1600,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,leptoceros,Rhim gazelle,157.0,,176.0,,1.0,,,4640.0,,48500.0,,14.6,671,captivity,medium,acceptable,,,,,,"434,455,542,671",Gazella leptoceros,True,175.2,,,,
1602,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Gazella,subgutturosa,Goitered gazelle,646.0,746.0,175.0,106.0,1.3,1.0,,2625.0,13500.0,48500.0,,16.3,671,captivity,large,high,,,,,312.65,"434,455,542,610,671,951,1018",Gazella subgutturosa,True,195.60000000000002,1.3,,1.3,3412.5
1603,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,669.0,,188.0,152.0,1.3,,246.0,,,75000.0,,17.3,671,captivity,small,acceptable,,,,,,"434,455,542,671,730",Hemitragus hylocrius,True,207.60000000000002,,0.876164383561644,0.876164383561644,
1605,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hemitragus,jemlahicus,Himalayan tahr,547.0,730.0,183.0,151.0,1.0,1.0,365.0,2000.0,,35200.0,,21.8,671,captivity,medium,acceptable,,,,,,"434,455,610,671,676",Hemitragus jemlahicus,True,261.6,1.0,1.0,1.0,2000.0
1606,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,equinus,Roan antelope,730.0,814.0,284.0,183.0,1.0,,331.0,15167.0,,225000.0,,25.9,671,captivity,medium,acceptable,,,,,,"455,545,671",Hippotragus equinus,True,310.79999999999995,,0.9068493150684931,0.9068493150684931,13754.183561643835
1607,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Hippotragus,niger,Sable antelope,768.0,1184.0,271.0,213.0,1.0,1.0,365.0,16375.0,,225000.0,,22.2,671,captivity,large,high,,,,,,"434,455,671",Hippotragus niger,True,266.4,1.0,1.0,1.0,16375.0
1608,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,ellipsiprymnus,Waterbuck,771.0,,264.0,213.0,1.0,1.0,365.0,9000.0,,175333.0,,30.0,671,captivity,large,high,,,148.949,100000.0,311.85,"36,434,455,610,671,676,677,680,1032,1135",Kobus ellipsiprymnus,True,360.0,1.0,1.0,1.0,9000.0
1609,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,kob,Kob,403.0,365.0,251.0,189.0,1.0,1.3,,5405.0,31600.0,105000.0,,21.9,671,captivity,medium,acceptable,,,,,,"434,455,671,676,680",Kobus kob,True,262.79999999999995,0.7692307692307692,,0.7692307692307692,4157.692307692308
1610,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,leche,Lechwe,898.0,1050.0,229.0,137.0,1.0,,,5100.0,,94800.0,,25.4,671,captivity,large,high,,,,,,"455,542,671,1135",Kobus leche,True,304.79999999999995,,,,
1611,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Kobus,megaceros,Nile lechwe,730.0,730.0,235.0,,1.0,1.0,353.0,5100.0,,90000.0,,21.1,671,captivity,large,high,,,,,,"455,542,671",Kobus megaceros,True,253.20000000000002,1.0,0.9671232876712329,0.9834242663628109,5015.463758450335
1612,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Litocranius,walleri,Gerenuk,359.0,,204.0,241.0,1.0,,241.0,,,43500.0,,17.3,671,captivity,medium,acceptable,,,,,,"455,542,671,978",Litocranius walleri,True,207.60000000000002,,0.6602739726027398,0.6602739726027398,
1613,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,guentheri,Gunther's dik-dik,,,178.0,84.0,1.0,2.0,,681.67,2825.5,4550.0,,17.5,671,captivity,small,acceptable,,,,,310.95,"610,671,1064",Madoqua guentheri,True,210.0,0.5,,0.5,340.835
1614,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,kirkii,Kirk's dik-dik,213.0,304.0,172.0,71.0,1.0,2.0,244.0,600.0,1780.0,5000.0,0.0124,17.3,671,captivity,medium,acceptable,,,11.966,4290.0,312.15,"36,434,455,610,671,677,680,731,1049",Madoqua kirkii,True,207.60000000000002,0.5,0.6684931506849315,0.5781406190041188,346.8843714024713
1615,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,baileyi,Red goral,,,213.0,,1.5,,,,,28863.0,,19.0,671,captivity,small,acceptable,,,,,,"671,978",Naemorhedus baileyi,True,228.0,,,,
1616,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,caudatus,Chinese goral,,,,,,,,,,27000.0,,20.3,671,captivity,small,acceptable,,,,,,"671,730",Naemorhedus caudatus,True,243.60000000000002,,,,
1617,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Naemorhedus,goral,Goral,500.0,500.0,215.0,,1.0,1.0,365.0,2000.0,,31750.0,,17.6,671,captivity,small,acceptable,,,,,,"448,455,671",Naemorhedus goral,True,211.20000000000002,1.0,1.0,1.0,2000.0
1618,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,dama,Dama gazelle,,,208.0,,1.0,,182.0,,,73000.0,,19.3,671,captivity,large,acceptable,,,,,312.35,"455,610,671,978,1031",Nanger dama,True,231.60000000000002,,0.4986301369863014,0.4986301369863014,
1619,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,granti,Grant's gazelle,251.0,,196.0,,1.0,,,5602.5,,67000.0,,19.7,671,captivity,medium,acceptable,,,,,,"434,455,610,671",Nanger granti,True,236.39999999999998,,,,
1620,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Nanger,soemmerringii,Soemmering's gazelle,640.0,,190.0,,1.0,,,,,48500.0,,15.5,671,captivity,medium,acceptable,,,,,,"434,455,671",Nanger soemmerringii,True,186.0,,,,
1621,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,moschatus,Suni,183.0,183.0,180.0,,1.0,,,,,6500.0,,13.5,671,captivity,small,acceptable,,,,,,"434,455,671",Neotragus moschatus,True,162.0,,,,
1622,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Royal antelope,,,183.0,,1.0,,,,,2250.0,,11.1,671,captivity,small,acceptable,,,,,,"434,671,978",Neotragus pygmaeus,True,133.2,,,,
1623,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,americanus,Mountain goat,912.0,912.0,184.0,122.0,1.2,1.0,365.0,3200.0,,90000.0,,20.8,671,captivity,small,acceptable,,,46.414,32000.0,,"36,434,441,448,455,671,1135,1143",Oreamnos americanus,True,249.60000000000002,1.2,1.2,1.2,3840.0
1624,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,oreotragus,Klipspringer,365.0,365.0,196.0,137.0,1.0,1.0,365.0,1130.0,,12000.0,,25.9,671,captivity,medium,acceptable,,,,,,"434,455,671",Oreotragus oreotragus,True,310.79999999999995,1.0,1.0,1.0,1130.0
1625,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,dammah,Scimitar-horned oryx,639.0,,247.0,,1.0,,,10317.0,,177500.0,,27.5,671,captivity,large,high,,,,,,"434,455,610,671,680",Oryx dammah,True,330.0,,,,
1626,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,gazella,Gemsbok,550.0,550.0,270.0,,1.0,1.3,,12000.0,,170000.0,,23.8,671,captivity,large,high,,,,,312.05,"434,448,455,542,610,671,1003",Oryx gazella,True,285.6,0.7692307692307692,,0.7692307692307692,9230.76923076923
1627,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Arabian oryx,794.0,,243.0,137.0,1.0,1.0,,,,121350.0,,20.8,671,captivity,large,high,,,,,311.65,"434,455,610,671,680,951,1042,1142",Oryx leucoryx,True,249.60000000000002,1.0,,1.0,
1628,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,304.0,426.0,193.0,137.0,1.0,1.5,185.0,2235.0,,17000.0,,15.9,671,captivity,tiny,acceptable,,,,,,"434,455,671,680",Ourebia ourebi,True,190.8,0.6666666666666666,0.5068493150684932,0.5812912724091043,1299.185993834348
1629,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Muskox,1096.0,1278.0,258.0,213.0,1.0,0.8,608.0,11460.0,,315000.0,0.0041,27.4,671,captivity,medium,acceptable,,,,,310.85,"434,441,455,542,610,671,677,680,731,1037",Ovibos moschatus,True,328.79999999999995,1.25,1.6657534246575343,1.4429801733987608,16536.552787149798
1630,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali,403.0,823.0,170.0,135.0,1.0,1.0,365.0,3400.0,,160000.0,,16.8,671,captivity,small,acceptable,,,,,,"455,542,671",Ovis ammon,True,201.60000000000002,1.0,1.0,1.0,3400.0
1631,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic sheep or mouflon,548.0,914.0,146.0,182.0,1.58,1.0,365.0,2370.0,17500.0,80000.0,,22.8,671,captivity,large,high,,,,,311.95,"81,189,285,286,287,455,490,610,671,677,750,789,817,978,1015,1135,1136,1143,1150,1161",Ovis aries,True,273.6,1.58,1.58,1.58,3744.6000000000004
1632,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,707.0,749.0,180.0,152.0,1.0,1.0,365.0,4400.0,28000.0,70275.0,0.0031,20.6,671,captivity,medium,acceptable,,,114.674,67030.8,311.15,"36,420,441,455,573,671,731,800,1135,1143,1202",Ovis canadensis,True,247.20000000000002,1.0,1.0,1.0,4400.0
1633,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Dall's sheep,684.0,639.0,173.0,129.0,1.0,1.0,365.0,2819.0,,73100.0,,19.6,671,captivity,medium,acceptable,0.05,1.5,,,,"2,81,441,455,671,1135",Ovis dalli,True,235.20000000000002,1.0,1.0,1.0,2819.0
1635,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwell's duiker,730.0,,120.0,61.0,1.0,1.0,,832.0,,7000.0,,18.3,671,captivity,small,acceptable,,,,,,"434,455,610,638,671",Philantomba maxwellii,True,219.60000000000002,1.0,,1.0,832.0
1636,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Blue duiker,487.0,685.0,193.0,,1.0,,265.0,800.0,,6250.0,,15.9,671,captivity,medium,acceptable,,,10.075,4200.0,312.55,"36,434,455,542,671,1055",Philantomba monticola,True,190.8,,0.726027397260274,0.726027397260274,580.8219178082192
1637,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,532.0,,185.0,,1.3,1.0,365.0,2900.0,,30000.0,,12.0,671,captivity,small,acceptable,,,,,,"434,455,546,610,671",Procapra gutturosa,True,144.0,1.3,1.3,1.3,3770.0
1638,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,Bharal,730.0,,160.0,182.0,1.5,,,,,55000.0,,20.9,671,captivity,medium,acceptable,,,,,,"455,542,573,610,671,680",Pseudois nayaur,True,250.79999999999998,,,,
1639,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,Steenbok,238.0,243.0,197.0,91.0,1.0,,215.0,920.0,,13000.0,,9.3,671,captivity,medium,acceptable,,,20.619,9600.0,312.55,"36,455,671,1032",Raphicerus campestris,True,111.60000000000001,,0.589041095890411,0.589041095890411,541.9178082191781
1641,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,arundinum,Southern reedbuck,,,224.0,,1.0,,376.0,4500.0,,58000.0,,16.8,671,captivity,small,acceptable,,,,,,"455,671",Redunca arundinum,True,201.60000000000002,,1.0301369863013699,1.0301369863013699,4635.6164383561645
