HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,Binomial Name,PlacentalMammal,Maximum longevity (months),YoungPerYear_Litters,YoungPerYear_Interval,YoungPerYear_Estimated,YoungMassPerYear_Estimated (g)
1849,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,lutreola,European mink,323.0,323.0,54.0,57.0,4.0,,365.0,8.0,,590.0,,8.4,671,captivity,medium,acceptable,,,,,,"134,434,455,542,671",Mustela lutreola,True,100.80000000000001,,4.0,4.0,32.0
1850,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nigripes,Black-footed ferret,365.0,365.0,43.0,,3.0,,365.0,7.4,,1021.0,,9.4,671,captivity,medium,acceptable,,,,,,"434,441,455,542,671,978",Mustela nigripes,True,112.80000000000001,,3.0,3.0000000000000004,22.200000000000003
1851,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,nivalis,Least weasel,120.0,120.0,36.0,39.0,5.0,1.5,200.0,2.6,43.5,46.9,0.0546,9.1,671,captivity,small,acceptable,,,,,,"434,455,671,730,731",Mustela nivalis,True,109.19999999999999,3.3333333333333335,2.73972602739726,3.0219894260774973,7.857172507801494
1852,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,putorius,European polecat,312.0,322.0,42.0,63.0,7.5,1.5,140.0,9.5,,809.0,0.0328,11.1,671,captivity,large,acceptable,,,,,,"1,197,198,434,455,671,731,1136",Mustela putorius,True,133.2,5.0,2.8767123287671232,3.792566630111542,36.02938298605965
1853,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,sibirica,Siberian weasel,,,29.0,60.0,6.0,,,,,565.0,,8.8,671,captivity,medium,acceptable,,,,,,"434,455,671",Mustela sibirica,True,105.60000000000001,,,,
1854,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Neovison,vison,American mink,334.0,371.0,42.0,49.0,4.5,1.0,365.0,8.5,110.0,925.0,0.0266,11.4,671,captivity,small,acceptable,,,2.722,660.0,312.15,"36,343,344,420,434,441,455,542,610,671,680,731",Neovison vison,True,136.8,4.5,4.5,4.5,38.25
1856,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Giant otter,730.0,,68.0,122.0,1.5,1.0,365.0,204.25,,24000.0,,17.3,671,captivity,small,acceptable,,,,,,"434,455,671,978",Pteronura brasiliensis,True,207.60000000000002,1.5,1.5,1.5,306.375
1857,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidea,taxus,American badger,183.0,441.0,41.0,56.0,3.0,0.7,365.0,93.5,3000.0,8000.0,,25.0,671,captivity,small,acceptable,,,15.062,9000.0,311.15,"36,420,434,441,455,610,671,676,680,817",Taxidea taxus,True,300.0,4.285714285714286,3.0,3.5856858280031805,335.2616249182974
1858,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Vormela,peregusna,Marbled polecat,91.0,,61.0,30.0,5.76,,365.0,,,542.5,,8.8,671,captivity,small,acceptable,,,,,,"434,455,671,978",Vormela peregusna,True,105.60000000000001,,5.76,5.760000000000001,
1859,Animalia,Chordata,Mammalia,Carnivora,Nandiniidae,Nandinia,binotata,African palm civet,1095.0,1095.0,64.0,64.0,2.0,2.0,182.0,55.0,,1900.0,,21.0,671,captivity,tiny,acceptable,,,5.565,4270.0,310.55,"36,420,434,455,671,680,817",Nandinia binotata,True,252.0,1.0,0.9972602739726028,0.9986291974364673,54.9246058590057
1861,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,South American fur seal,1095.0,2556.0,236.0,411.0,1.0,1.0,365.0,4250.0,,110000.0,,30.6,671,captivity,small,acceptable,,,,,,"434,443,455,542,611,671,978,1143",Arctocephalus australis,True,367.20000000000005,1.0,1.0,1.0,4250.0
1865,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,South African fur seal,1276.0,1643.0,368.0,354.0,1.0,1.0,365.0,6200.0,26150.0,127551.0,,32.1,671,captivity,medium,acceptable,,,,,,"455,671",Arctocephalus pusillus,True,385.20000000000005,1.0,1.0,1.0,6200.0
1868,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Steller sea lion,1780.0,2420.0,274.0,279.0,1.0,1.0,365.0,19000.0,106610.0,415000.0,,32.8,671,captivity,small,acceptable,,,,,,"1,434,441,443,455,538,610,671,680",Eumetopias jubatus,True,393.59999999999997,1.0,1.0,1.0,19000.0
1869,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Neophoca,cinerea,Australian sea lion,1095.0,2191.0,258.0,570.0,1.0,0.69,540.0,7075.0,59724.0,190000.0,,24.1,671,captivity,small,acceptable,,,,,,"434,443,455,621,671,978",Neophoca cinerea,True,289.20000000000005,1.4492753623188408,1.4794520547945205,1.4642859736901404,10359.823263857743
1870,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,flavescens,Southern sea lion,1461.0,2191.0,357.0,365.0,1.0,1.0,365.0,12500.0,,207500.0,,29.0,671,captivity,small,acceptable,,,,,,"443,455,671",Otaria flavescens,True,348.0,1.0,1.0,1.0,12500.0
1872,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,californianus,California sea lion,1095.0,1826.0,259.0,315.0,1.2,0.5,730.0,7000.0,25000.0,180000.0,,35.7,671,captivity,large,high,,,,,311.25,"441,443,455,542,671,1021,1136,1143",Zalophus californianus,True,428.40000000000003,2.4,2.4,2.4,16800.0
1875,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,Gray seal,1460.0,1887.0,240.0,19.0,1.0,0.9,365.0,14000.0,41450.0,268000.0,,42.9,671,captivity,medium,acceptable,,,,,,"434,441,443,455,538,573,610,671,676,680,817,1143",Halichoerus grypus,True,514.8,1.1111111111111112,1.0,1.0540925533894598,14757.295747452437
1887,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,vitulina,Harbor seal,1095.0,1460.0,253.0,30.0,1.0,1.0,365.0,11000.0,23945.0,115000.0,0.0013,47.6,671,captivity,medium,acceptable,,,73.29,27400.0,309.85,"36,441,443,455,542,671,731,1032",Phoca vitulina,True,571.2,1.0,1.0,1.0,11000.0
1889,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,hispida,Ringed seal,1826.0,2191.0,251.0,53.0,1.0,1.0,365.0,6000.0,14000.0,90000.0,,46.0,671,captivity,tiny,acceptable,,,,,,"441,443,455,542,671",Pusa hispida,True,552.0,1.0,1.0,1.0,6000.0
1890,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,sibirica,Baikal seal,2129.0,2557.0,273.0,68.0,1.02,1.0,365.0,3000.0,66900.0,90000.0,,56.0,671,captivity,small,acceptable,,,,,,"434,443,455,610,671,672,680,817",Pusa sibirica,True,672.0,1.02,1.02,1.02,3060.0
1891,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,alleni,Allen's olingo,,,,,,,,,,1235.0,,25.2,671,captivity,small,acceptable,,,,,,"434,671",Bassaricyon alleni,True,302.4,,,,
1892,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassaricyon,gabbii,Olingo,685.0,594.0,73.0,,1.0,,,55.0,,1235.0,,21.8,671,captivity,tiny,acceptable,,,,,,"434,455,671",Bassaricyon gabbii,True,261.6,,,,
1893,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,astutus,Ringtail,300.0,300.0,52.0,42.0,3.0,1.0,365.0,30.0,258.7,1015.0,0.0215,19.0,671,captivity,medium,acceptable,,,,,310.75,"434,441,455,557,671,731",Bassariscus astutus,True,228.0,3.0,3.0,3.0000000000000004,90.00000000000001
1894,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Bassariscus,sumichrasti,Cacomistle,300.0,300.0,64.0,,2.0,,,25.0,,900.0,,24.0,671,captivity,small,acceptable,,,3.537,1280.0,311.95,"36,420,434,455,671",Bassariscus sumichrasti,True,288.0,,,,
1895,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,narica,White-nosed coati,712.0,712.0,78.0,127.0,4.17,,365.0,140.0,,3750.0,,26.4,671,captivity,medium,acceptable,,,6.733,3670.0,311.75,"36,420,434,538,610,620,671,978",Nasua narica,True,316.79999999999995,,4.17,4.17,583.8
1896,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,nasua,South american coati,730.0,730.0,73.0,86.0,4.0,,365.0,140.0,730.0,4750.0,,23.7,671,captivity,large,high,,,5.591,3924.3,309.55,"36,420,434,455,610,671,680,978",Nasua nasua,True,284.4,,4.0,4.0,560.0
1897,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Potos,flavus,Kinkajou,820.0,550.0,115.0,119.0,1.0,1.0,365.0,175.0,,3000.0,0.0102,38.4,671,captivity,medium,acceptable,,,4.294,2318.0,309.25,"36,420,434,455,610,671,680,731",Potos flavus,True,460.79999999999995,1.0,1.0,1.0,175.0
1898,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,cancrivorus,Crab-eating raccoon,365.0,365.0,63.0,,3.0,,,71.0,,6270.0,,19.0,671,captivity,small,acceptable,,,2.588,1160.0,310.15,"36,420,434,455,610,671",Procyon cancrivorus,True,228.0,,,,
1899,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Common raccoon,365.0,365.0,63.0,91.0,4.0,1.0,365.0,80.0,1175.0,6000.0,0.0153,21.0,671,captivity,large,acceptable,,,10.428,4842.2,311.15,"36,420,434,441,455,671,731",Procyon lotor,True,252.0,4.0,4.0,4.0,320.0
1900,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,2192.0,2192.0,48.0,182.0,1.5,0.7,548.0,110.0,22000.0,117500.0,0.0028,36.8,671,captivity,small,acceptable,,,,,,"77,434,455,610,671,676,680,731,1142",Ailuropoda melanoleuca,True,441.59999999999997,2.142857142857143,2.252054794520548,2.1967775723873437,241.6455329626078
1901,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Helarctos,malayanus,Sun bear,2372.0,,95.0,90.0,1.0,,,325.0,,46000.0,,35.9,671,captivity,medium,acceptable,,,,,311.25,"434,448,455,610,671,1008",Helarctos malayanus,True,430.79999999999995,,,,
1902,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,Sloth bear,1095.0,1095.0,198.0,76.0,1.5,,1095.0,400.0,,100000.0,,33.3,671,captivity,medium,acceptable,,,47.064,66957.0,,"36,434,448,455,671,1142",Melursus ursinus,True,399.59999999999997,,4.5,4.5,1800.0
1903,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Spectacled bear,,,228.0,90.0,1.5,,,320.0,,109250.0,,39.0,671,captivity,medium,acceptable,,,,,,"434,455,671,1142",Tremarctos ornatus,True,468.0,,,,
1904,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,americanus,American black bear,1278.0,1278.0,70.0,198.0,2.0,0.4,730.0,277.5,14050.0,154250.0,0.0029,34.0,671,captivity,large,acceptable,,,,,,"79,434,455,558,559,610,671,676,680,731,955",Ursus americanus,True,408.0,5.0,4.0,4.472135954999579,1241.017727512383
1905,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,arctos,Brown bear,1313.0,1313.0,103.0,213.0,2.0,0.4,852.0,510.0,26000.0,277500.0,,40.0,671,captivity,large,acceptable,,,,,310.45,"434,455,610,671,680,955,997,1143",Ursus arctos,True,480.0,5.0,4.668493150684931,4.8314041182067,2464.016100285417
1906,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,maritimus,Polar bear,1734.0,1734.0,65.0,303.0,2.0,0.4,750.0,665.0,27000.0,475000.0,0.0022,43.8,671,captivity,medium,acceptable,,,,,309.95,"75,76,77,78,79,434,455,610,671,680,731,955,978,1054,1136,1143",Ursus maritimus,True,525.5999999999999,5.0,4.10958904109589,4.5329841391162455,3014.4344525123033
1907,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,thibetanus,Asiatic black bear,1095.0,1095.0,228.0,99.0,2.0,,365.0,463.0,,103750.0,,39.2,671,captivity,medium,acceptable,,,,,310.65,"434,455,671,955,1023",Ursus thibetanus,True,470.40000000000003,,2.0,2.0,926.0
1908,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctictis,binturong,Binturong,925.0,840.0,92.0,79.0,2.0,2.0,348.0,318.0,2100.0,12250.0,,27.0,671,captivity,medium,acceptable,,,12.747,14280.0,309.85,"36,420,434,455,610,671,680",Arctictis binturong,True,324.0,1.0,1.906849315068493,1.3808871478395666,439.12211301298214
1909,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Arctogalidia,trivirgata,Small-toothed palm civet,1095.0,,45.0,61.0,2.5,2.0,182.0,,,2250.0,,16.1,671,captivity,small,acceptable,,,3.085,2010.0,309.35,"36,420,434,455,671,978",Arctogalidia trivirgata,True,193.20000000000002,1.25,1.2465753424657535,1.2482864967955842,
1911,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Civettictis,civetta,African civet,365.0,213.0,65.0,120.0,2.5,2.2,221.0,380.5,1514.0,13666.7,,28.0,671,captivity,small,acceptable,,,,,,"434,455,610,671,680",Civettictis civetta,True,336.0,1.1363636363636362,1.5136986301369864,1.311530434149784,499.03733019399283
1914,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,genetta,Small-spotted genet,1479.0,,78.0,62.0,2.0,2.0,182.0,77.75,,1866.7,0.0059,22.7,671,captivity,medium,acceptable,,,,,,"434,455,573,610,671,680,731,817",Genetta genetta,True,272.4,1.0,0.9972602739726028,0.9986291974364673,77.64342010068533
1915,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,maculata,Panther genet,,,,,2.3,,,,,2225.0,,20.0,671,captivity,tiny,acceptable,,,,,,"455,610,671",Genetta maculata,True,240.0,,,,
1918,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,tigrina,Large-spotted genet,1461.0,,70.0,59.0,2.5,2.0,304.0,71.5,,1820.0,,21.3,671,captivity,small,acceptable,,,4.189,1699.0,310.15,"36,420,455,610,671,978",Genetta tigrina,True,255.60000000000002,1.25,2.082191780821918,1.6133008789520316,115.35101284507026
1919,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,derbyanus,Banded palm civet,,,,71.0,2.0,,,125.0,,2400.0,,16.0,671,captivity,tiny,acceptable,,,,,,"434,455,671,673",Hemigalus derbyanus,True,192.0,,,,
1920,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,larvata,Masked palm civet,,,,,2.3,2.0,182.0,,,4300.0,,27.4,671,captivity,small,acceptable,,,,,,"434,455,671,978",Paguma larvata,True,328.79999999999995,1.15,1.146849315068493,1.1484235770519373,
1921,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,hermaphroditus,Asian palm civet,341.0,,60.0,,3.4,2.0,182.0,88.65,,3100.0,0.0087,24.5,671,captivity,tiny,acceptable,,,5.534,3282.6,309.65,"36,420,434,455,610,671,680,731,978",Paradoxurus hermaphroditus,True,294.0,1.7,1.6953424657534246,1.6976696356419945,150.49841319966282
1925,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Viverra,zibetha,Large indian civet,,,80.0,30.0,3.0,2.0,182.0,,,10000.0,,21.7,671,captivity,small,acceptable,,,,,,"434,455,610,671,978",Viverra zibetha,True,260.4,1.5,1.4958904109589042,1.4979437961547009,
1928,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Balaena,mysticetus,Bowhead whale,8212.0,8212.0,396.0,365.0,1.0,0.3,1642.0,900000.0,,100000000.0,,211.0,21,wild,medium,acceptable,,,,,,"21,49,434,447,455,538,610,680,890,978,1136",Balaena mysticetus,True,2532.0,3.3333333333333335,4.498630136986301,3.872393806155869,3485154.425540282
1929,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,australis,Southern right whale,3285.0,,365.0,,1.0,0.3,1214.0,910000.0,,45000000.0,,70.0,434,wild,medium,acceptable,,,,,,"434,447,455,978",Eubalaena australis,True,840.0,3.3333333333333335,3.326027397260274,3.32967836147391,3030007.308941258
1930,Animalia,Chordata,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,North atlantic right whale,2920.0,2920.0,350.0,213.0,1.0,0.29,1445.0,794328.0,,23000000.0,,67.0,642,wild,medium,acceptable,,,,,,"434,443,455,538,642,817",Eubalaena glacialis,True,804.0,3.4482758620689657,3.9589041095890414,3.6947792195666476,2934866.587919936
1931,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,Common minke whale,2740.0,2740.0,312.0,183.0,1.0,1.0,470.0,320000.0,,7500000.0,,50.0,542,wild,medium,acceptable,,,,,,"434,447,455,538,542,610,680,978",Balaenoptera acutorostrata,True,600.0,1.0,1.2876712328767124,1.1347560235031635,363121.9275210123
1932,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,3652.0,3652.0,345.0,266.0,1.0,0.5,730.0,680000.0,,20000000.0,,74.0,1,wild,medium,acceptable,,,,,,"1,434,447,455,538,610,680",Balaenoptera borealis,True,888.0,2.0,2.0,2.0,1360000.0
1933,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,3104.0,3104.0,376.0,274.0,1.0,0.5,,1000000.0,,16000000.0,,72.0,1,wild,medium,acceptable,,,,,,"1,434,443,455,610,680",Balaenoptera edeni,True,864.0,2.0,,2.0,2000000.0
1934,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,1827.0,1827.0,350.0,182.0,1.0,0.4,914.0,2000000.0,17000000.0,136000000.0,,110.0,1,wild,medium,acceptable,,,,,,"1,434,441,455,538,610,680",Balaenoptera musculus,True,1320.0,2.5,2.5041095890410956,2.502053950777788,5004107.901555576
1935,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,2701.0,2864.0,342.0,183.0,1.0,0.4,608.0,1800000.0,,70000000.0,,114.0,434,wild,medium,acceptable,,,,,,"434,455,538,610,680",Balaenoptera physalus,True,1368.0,2.5,1.6657534246575343,2.040682131456008,3673227.8366208146
1936,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,1643.0,1643.0,342.0,236.0,1.0,0.5,657.0,1350000.0,,30000000.0,,95.0,573,wild,medium,acceptable,,,,,309.15,"434,455,538,573,610,680,1044,1175",Megaptera novaeangliae,True,1140.0,2.0,1.7999999999999998,1.8973665961010275,2561444.904736387
1940,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,3470.0,5332.0,452.0,730.0,1.0,0.2,1095.0,60000.0,,2200000.0,,63.0,1,wild,medium,acceptable,0.017,20.0,,,,"1,434,443,446,455,538,610,784,963,1143",Globicephala macrorhynchus,True,756.0,5.0,3.0,3.872983346207417,232379.00077244503
1941,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,2470.0,4380.0,450.0,812.0,1.0,0.2,,109667.0,,1060000.0,,60.0,671,captivity,tiny,acceptable,0.015,10.0,,,,"434,443,455,538,610,671,680,784,1143",Globicephala melas,True,720.0,5.0,,4.999999999999999,548334.9999999999
1942,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,,,365.0,,1.0,,,,,425000.0,,42.5,671,captivity,tiny,acceptable,,,,,,"434,455,671",Grampus griseus,True,510.0,,,,
1944,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,2231.0,,316.0,548.0,1.25,0.4,,24000.0,,208000.0,,27.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,680",Lagenorhynchus acutus,True,324.0,3.125,,3.125,75000.0
1945,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,3832.0,,320.0,,1.0,,,14000.0,,103000.0,,46.0,671,captivity,small,acceptable,,,,,,"434,455,538,671",Lagenorhynchus obliquidens,True,552.0,,,,
1946,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,1826.0,1826.0,426.0,471.0,1.0,,,12300.0,45000.0,190000.0,,30.0,624,wild,medium,acceptable,,,,,,"434,443,455,624",Orcaella brevirostris,True,360.0,,,,
1947,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,3780.0,4930.0,435.0,471.0,1.0,0.2,1096.0,180000.0,,3987500.0,,90.0,784,wild,medium,acceptable,,14.0,,,309.15,"434,443,455,538,573,610,671,784,914,963,1065,1092,1143,1150,1158,1159,1223,1268",Orcinus orca,True,1080.0,5.0,3.002739726027397,3.8747514281740685,697455.2570713323
1948,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,4290.0,2465.0,365.0,,1.0,,,,,206000.0,,47.0,1,wild,medium,acceptable,,,,,,"1,434,455",Peponocephala electra,True,564.0,,,,
1949,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,3468.0,6756.0,451.0,730.0,1.0,0.1,1096.0,,,748000.0,,62.5,671,captivity,small,acceptable,,,,,309.75,"434,443,455,538,671,680,1062",Pseudorca crassidens,True,750.0,10.0,3.002739726027397,5.479726020548287,
1952,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,2983.0,3956.0,345.0,543.0,1.0,0.3,1123.0,10000.0,,112500.0,,46.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,610,680",Stenella attenuata,True,552.0,3.3333333333333335,3.0767123287671234,3.2024533974059763,32024.533974059763
1953,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,2834.0,3025.0,350.0,480.0,1.5,0.3,1253.0,10000.0,,112500.0,,57.5,500,wild,medium,acceptable,,,,,,"325,434,455,500,610,680",Stenella coeruleoalba,True,690.0,5.0,5.149315068493151,5.074108329792118,50741.08329792118
1954,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Steno,bredanensis,Rough-toothed dolphin,3650.0,,,,,,,,,114000.0,,32.0,1,wild,medium,acceptable,,,,,,"1,434",Steno bredanensis,True,384.0,,,,
1955,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,2831.0,3689.0,365.0,548.0,1.0,0.5,858.0,19350.0,,200000.0,,51.6,671,captivity,medium,acceptable,,,,,,"434,455,538,610,671,680,948,1136,1243",Tursiops truncatus,True,619.2,2.0,2.3506849315068497,2.168264251195804,41955.91326063881
1956,Animalia,Chordata,Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,2922.0,2922.0,395.0,180.0,1.0,0.5,730.0,500000.0,,28500000.0,,77.0,573,wild,medium,acceptable,,,,,,"434,455,573,1136",Eschrichtius robustus,True,924.0,2.0,2.0,2.0,1000000.0
1957,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,4383.0,2922.0,517.0,,1.0,0.3,,,,11380000.0,,84.0,,wild,medium,acceptable,,,,,,"434,443,538,680,978",Berardius bairdii,True,1008.0,3.3333333333333335,,3.333333333333334,
1958,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,3652.0,3287.0,365.0,365.0,1.0,1.0,365.0,,,6500000.0,,37.0,1,wild,medium,acceptable,,,,,,"1,434,455",Hyperoodon ampullatus,True,444.0,1.0,1.0,1.0,
1960,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Mesoplodon,europaeus,Gervais's beaked whale,,,,,,,,,,5600000.0,,48.0,443,wild,medium,acceptable,,,,,,"443,730",Mesoplodon europaeus,True,576.0,,,,
1961,Animalia,Chordata,Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,,,365.0,,1.0,,,,,2701000.0,,62.0,443,wild,medium,acceptable,,,,,,"434,443,455",Ziphius cavirostris,True,744.0,,,,
1962,Animalia,Chordata,Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Amazon dolphin,,,287.0,,1.0,,,6800.0,,84000.0,,31.3,671,captivity,tiny,acceptable,,,,,,"1,434,443,455,671",Inia geoffrensis,True,375.6,,,,
1965,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,,,335.0,,1.0,1.0,,82000.0,,424600.0,,17.0,573,wild,medium,acceptable,,,,,,"434,455,573",Kogia breviceps,True,204.0,1.0,,1.0,82000.0
1966,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,1644.0,2283.0,416.0,679.0,1.0,0.3,1004.0,66000.0,,1430000.0,,40.0,671,captivity,medium,acceptable,,,,,308.95,"434,455,538,573,671,680,1065",Delphinapterus leucas,True,480.0,3.3333333333333335,2.750684931506849,3.028027373008622,199849.80661856904
1967,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,2191.0,2922.0,450.0,608.0,1.0,0.3,914.0,80000.0,,1250000.0,,50.0,561,wild,medium,acceptable,,,,,,"434,455,538,561",Monodon monoceros,True,600.0,3.3333333333333335,2.5041095890410956,2.8891230440170457,231129.84352136365
1968,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,2190.0,1460.0,320.0,320.0,1.0,0.5,730.0,7000.0,24500.0,32500.0,,33.0,671,captivity,small,acceptable,,,,,,"434,443,455,562,671,680,978",Neophocaena phocaenoides,True,396.0,2.0,2.0,2.0,14000.0
1969,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,1055.0,1461.0,320.0,243.0,1.0,1.0,365.0,7000.0,,52500.0,0.0088,20.4,671,captivity,small,acceptable,,,107.675,28500.0,,"339,433,434,455,671,731,1143",Phocoena phocoena,True,244.79999999999998,1.0,1.0,1.0,7000.0
1970,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,1826.0,2375.0,347.0,302.0,1.0,0.7,1096.0,,,120000.0,,22.0,1,wild,medium,acceptable,,,,,,"1,434,455,538,561,610,680",Phocoenoides dalli,True,264.0,1.4285714285714286,3.002739726027397,2.0711417575914832,
1971,Animalia,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,2922.0,3650.0,502.0,560.0,1.0,0.2,1259.0,1000000.0,,28500000.0,,77.0,1,wild,medium,acceptable,,,,,,"1,434,447,455,538,610,680,817,963,978",Physeter macrocephalus,True,924.0,5.0,3.4493150684931506,4.152899630675626,4152899.630675626
1974,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,Greater sac-winged bat,365.0,,,60.0,1.0,1.0,,3.49,6.8,7.9,,6.0,424,wild,medium,acceptable,,,0.081,7.8,308.65,"36,420,424,455,978,1199",Saccopteryx bilineata,True,72.0,1.0,,1.0,3.49
