,Order,Family,Genus,Species,Binomial Name,AdultBodyMass (g),AdultForearmLen (mm),AdultHeadBodyLen (mm),AgeatEyeOpening (days),AgeatFirstBirth (days),BasalMetRate (mLO2hr),BasalMetRateMass (g),DispersalAge (days),GestationLen (days),InterbirthInterval (d),LitterSize (number),LittersPerYear (number),MaxLongevity (months),NeonateBodyMass (g),NeonateHeadBodyLen (mm),SexualMaturityAge (days),TeatNumber (number),WeaningAge (days),WeaningBodyMass (g),WeaningHeadBodyLen (mm),References,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number)
149,Artiodactyla,Bovidae,Cephalophus,spadix,Cephalophus spadix,56857.02,,1174.48,,,,,,,,,,65.04,,,,4.0,,,,511;1525;1848;2655;2693;3046,,,
150,Artiodactyla,Bovidae,Cephalophus,weynsi,Cephalophus weynsi,,,,,,,,,,,,,183.0,,,,,,,,1525,,,
151,Artiodactyla,Bovidae,Cephalophus,zebra,Cephalophus zebra,15654.75,,874.99,,,,,,223.89,,1.0,,146.04,1704.99,,,4.0,13.64,,,511;1297;1525;1848;2655;2693;3046,,,
152,Cetacea,Delphinidae,Cephalorhynchus,commersonii,Cephalorhynchus commersonii,72400.0,,,,,,,,,,0.98,,216.0,5834.74,,2207.29,,,,,543;890;1297;2151;2655,,,
153,Cetacea,Delphinidae,Cephalorhynchus,eutropia,Cephalorhynchus eutropia,45000.0,,,,,,,,,,0.97,,,,,,,,,,511;1297;2151;2655,,,
154,Cetacea,Delphinidae,Cephalorhynchus,heavisidii,Cephalorhynchus heavisidii,39999.99,,,,,,,,,,0.97,,,9174.84,,,,,,,1297;2151;2655,,,
155,Cetacea,Delphinidae,Cephalorhynchus,hectori,Cephalorhynchus hectori,49999.99,,,,2920.0,,,,,,1.0,0.42,240.0,,,2768.53,,355.65,,,232;899;1297;2151;2655,2.380952380952381,,2.380952380952381
156,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Ceratotherium simum,2285939.43,,2586.81,,2463.75,,,902.99,534.19,967.25,1.0,,600.0,48500.0,,2741.23,,365.0,274482.35,,543;674;730;899;997;1196;1297;1348;1573;1763;2202;2232;2283;2335;2354;2355;2582;2613;2629;2655;2777;2887;2908;3136,,2.65,2.65
157,Diprotodontia,Burramyidae,Cercartetus,caudatus,Cercartetus caudatus,23.05,,97.97,49.5,465.0,,,,,183.0,2.37,2.0,38.4,,,464.04,4.0,76.04,8.97,,131;511;661;955;975;977;1297;1760;1991;2152;2644;2645;2655;2877;2969,1.185,1.1882465753424658,1.186622177350829
158,Diprotodontia,Burramyidae,Cercartetus,concinnus,Cercartetus concinnus,15.96,,,,410.62,22.32,18.6,,52.14,122.0,4.6,1.0,,0.01,,,6.0,49.99,,,511;955;1297;1760;1822;2484;2644;2655;2880;2969,4.6,1.5375342465753423,2.6594468474189465
159,Diprotodontia,Burramyidae,Cercartetus,lepidus,Cercartetus lepidus,8.03,,,,,18.77,12.6,,,365.0,3.33,,,,,,4.0,89.99,,,511;955;1297;1466;1760;1822;2655;2969,,3.33,3.3300000000000005
160,Diprotodontia,Burramyidae,Cercartetus,nanus,Cercartetus nanus,26.85,,,,152.08,55.9,65.0,,,139.25,3.96,2.0,96.0,0.01,,193.8,4.0,62.5,5.91,,511;543;955;1297;1412;1466;1573;1760;1822;2644;2655;2967;2969,1.98,1.5107671232876712,1.7295429755023692
161,Primates,Cercopithecidae,Cercocebus,agilis,Cercocebus agilis,7105.62,,,,,,,,,,,,,,,,,,,,1544;1547;2655,,,
162,Primates,Cercopithecidae,Cercocebus,atys,Cercocebus atys,6941.24,,,,,,,,165.08,394.2,1.01,,321.6,527.17,,1321.67,,,,,543;730;1544;1547;1766;1768;2493;2660;2986,,1.0908,1.0908
163,Primates,Cercopithecidae,Cercocebus,chrysogaster,Cercocebus chrysogaster,,,,,,,,,,,,,,,,,,,,,,,,
164,Primates,Cercopithecidae,Cercocebus,galeritus,Cercocebus galeritus,7077.66,,510.0,,2372.5,,,,174.43,,1.01,,252.0,,,2735.94,,,,,208;543;730;904;930;1297;1347;1544;1547;1611;1848;2344;2493;2655;2660;2986;3086,,,
165,Primates,Cercopithecidae,Cercocebus,sanjei,Cercocebus sanjei,,,,,,,,,,,,,,,,,,,,,,,,
166,Primates,Cercopithecidae,Cercocebus,torquatus,Cercocebus torquatus,7293.07,,660.0,,1704.55,,,,168.98,434.35,1.01,,360.0,,,1318.86,,,,,208;543;730;1297;1347;1544;1547;1577;1848;2344;2489;2493;2655;2660;2986,,1.2019000000000002,1.2019000000000002
167,Primates,Cercopithecidae,Cercopithecus,albogularis,Cercopithecus albogularis,,,,,,,,,,,1.02,,,,,,,,,,1544;1748;2660,,,
168,Primates,Cercopithecidae,Cercopithecus,ascanius,Cercopithecus ascanius,3540.24,,444.99,,1825.0,,,,148.5,1580.45,1.01,,339.6,371.0,,1718.73,,146.54,,,208;543;681;730;930;1297;1347;1544;1547;1848;2344;2463;2493;2655;2660;2986,,4.3733,4.3733
169,Primates,Cercopithecidae,Cercopithecus,campbelli,Cercopithecus campbelli,3627.73,,455.0,,,,,,180.8,,1.02,,396.0,,,,,362.93,,,208;543;681;730;1544;1547;1848;2344;2655;2660;2986,,,
170,Primates,Cercopithecidae,Cercopithecus,cephus,Cercopithecus cephus,3444.88,,520.0,,1825.0,,,,169.51,,1.01,,276.0,337.19,,1521.9,,362.93,,,208;543;681;730;904;1062;1297;1347;1544;1547;1611;1848;2344;2463;2493;2655;2660;2878;2986;3086,,,
171,Primates,Cercopithecidae,Cercopithecus,denti,Cercopithecus denti,,,,,,,,,,,1.02,,,,,,,,,,1544;2660,,,
172,Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus diana,4358.91,,470.0,,1961.87,,,,,365.0,1.01,,447.6,466.9,,2279.95,,362.93,,,208;543;681;730;1347;1544;1547;1768;1848;2344;2489;2493;2655;2660;2986,,1.01,1.01
173,Primates,Cercopithecidae,Cercopithecus,doggetti,Cercopithecus doggetti,,,,,,,,,,,,,,,,,,,,,,,,
174,Primates,Cercopithecidae,Cercopithecus,dryas,Cercopithecus dryas,2784.06,,,,,,,,,,1.02,,,,,,,,,,1544;1848;2655;2660,,,
175,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Cercopithecus erythrogaster,3444.88,,457.49,,,,,,,,1.02,,,,,,,,,,208;899;1544;1547;1848;2655;2660,,,
176,Primates,Cercopithecidae,Cercopithecus,erythrotis,Cercopithecus erythrotis,3254.98,,435.0,,,,,,,,1.02,,,,,,,,,,899;1544;1547;1848;2344;2655;2660,,,
177,Primates,Cercopithecidae,Cercopithecus,hamlyni,Cercopithecus hamlyni,,,,,,,,,,,,,,,,,,,,,,,,
178,Primates,Cercopithecidae,Cercopithecus,kandti,Cercopithecus kandti,,,,,,,,,,,,,,,,,,,,,,,,
179,Primates,Cercopithecidae,Cercopithecus,lhoesti,Cercopithecus lhoesti,5307.47,,510.0,,,,,,,485.45,1.0,,192.0,,,,,,,,208;543;681;1297;1544;1547;1848;2344;2493;2655;2660;2986,,1.3299999999999998,1.3299999999999998
180,Primates,Cercopithecidae,Cercopithecus,lowei,Cercopithecus lowei,,,,,,,,,,,,,,,,,,,,,,,,
181,Primates,Cercopithecidae,Cercopithecus,mitis,Cercopithecus mitis,5041.29,,575.0,,2087.8,3455.75,8650.0,,138.39,565.75,1.0,,325.2,402.0,,2049.25,,688.08,,,208;543;681;730;1297;1544;1547;1748;1822;1848;2344;2489;2493;2655;2660;2986,,1.55,1.55
182,Primates,Cercopithecidae,Cercopithecus,mona,Cercopithecus mona,3980.17,,510.0,,,,,,,,1.0,,360.0,280.49,,,,,,,208;543;1297;1544;1547;1848;2344;2655;2660;2986,,,
183,Primates,Cercopithecidae,Cercopithecus,neglectus,Cercopithecus neglectus,5324.52,,510.0,,1704.55,,,,172.07,584.0,1.02,,315.6,259.95,,2076.39,,417.62,1571.06,,208;543;681;730;904;930;1062;1297;1544;1547;1611;1763;1767;1848;2151;2344;2489;2493;2655;2660;2986,,1.6320000000000001,1.6320000000000001
184,Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus nictitans,5256.91,,549.99,,,,,,169.51,,1.0,,276.0,403.83,,1684.59,,,,,208;543;681;730;904;930;1062;1297;1347;1544;1547;1611;1848;2344;2655;2660;2878;2986,,,
185,Primates,Cercopithecidae,Cercopithecus,petaurista,Cercopithecus petaurista,3233.67,,410.0,,,,,,,,1.02,,228.0,,,,,,,,543;730;1544;1547;1848;2655;2660;2986,,,
186,Primates,Cercopithecidae,Cercopithecus,pogonias,Cercopithecus pogonias,3578.27,,459.99,,1825.0,,,,169.51,,1.01,,289.2,337.19,,1684.59,,,,,208;543;681;730;904;930;1062;1347;1544;1547;1611;1848;2344;2493;2655;2660;2878;2986;3086,,,
187,Primates,Cercopithecidae,Cercopithecus,preussi,Cercopithecus preussi,5132.57,,545.0,,,,,,,,1.02,,,,,,,,,,899;1544;1547;2655;2660,,,
188,Primates,Cercopithecidae,Cercopithecus,roloway,Cercopithecus roloway,,,,,,,,,,,,,,,,,,,,,,,,
189,Primates,Cercopithecidae,Cercopithecus,sclateri,Cercopithecus sclateri,3067.29,,,,,,,,,,1.02,,,,,,,,,,1544;1547;2655;2660,,,
190,Primates,Cercopithecidae,Cercopithecus,solatus,Cercopithecus solatus,5256.91,,,,1733.75,,,,,547.5,1.01,,,,,,,,,,1544;1547;1848;2344;2655;2660,,1.5150000000000001,1.5150000000000001
191,Primates,Cercopithecidae,Cercopithecus,wolfi,Cercopithecus wolfi,3255.18,,480.0,,,,,,,,1.02,,,435.0,,,,,,,1297;1544;1547;1848;2655;2660,,,
192,Carnivora,Canidae,Cerdocyon,thous,Cerdocyon thous,5741.66,,648.06,14.0,,1556.56,5592.83,195.0,57.18,243.33,3.09,,138.0,140.0,,279.15,,72.33,,,367;543;730;890;1113;1297;1573;1822;2655,,2.059971780821918,2.059971780821918
193,Artiodactyla,Cervidae,Cervus,elaphus,Cervus elaphus,240867.13,,2136.72,,993.71,,,,235.61,,1.09,,321.6,8255.82,,659.91,,104.64,43977.2,,177;216;511;543;653;730;764;1297;1404;1573;1577;1594;1763;2338;2525;2620;2655;2718;2986;3009;3010,,,
194,Artiodactyla,Cervidae,Cervus,nippon,Cervus nippon,52999.99,,1200.51,,1095.0,,,,223.66,,1.0,,305.04,4277.11,570.0,518.12,4.0,197.7,,,653;935;1015;1297;1573;1594;2152;2525;2655;2986;3010,,,
195,Chiroptera,Molossidae,Chaerephon,aloysiisabaudiae,Chaerephon aloysiisabaudiae,,51.0,,,,,,,,,,,,,,,,,,,1658;2151,,,
196,Chiroptera,Molossidae,Chaerephon,ansorgei,Chaerephon ansorgei,,45.99,,,,,,,68.43,,,,,,,,,72.83,,,1297;1658;2151,,,
197,Chiroptera,Molossidae,Chaerephon,bemmeleni,Chaerephon bemmeleni,,43.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
198,Chiroptera,Molossidae,Chaerephon,bivittatus,Chaerephon bivittatus,15.42,48.99,,,,,,,,,,,,,,,,,,,1658;2151;2622;2655,,,
199,Chiroptera,Molossidae,Chaerephon,bregullae,Chaerephon bregullae,,,,,,,,,,,,,,,,,,,,,,,,
200,Chiroptera,Molossidae,Chaerephon,chapini,Chaerephon chapini,,36.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
201,Chiroptera,Molossidae,Chaerephon,gallagheri,Chaerephon gallagheri,,37.5,,,,,,,,,,,,,,,,,,,1658;2151,,,
202,Chiroptera,Molossidae,Chaerephon,jobensis,Chaerephon jobensis,20.71,46.5,,,,,,,,,,,,,,,,,,,196;679;1658;2151;2622;2655,,,
203,Chiroptera,Molossidae,Chaerephon,johorensis,Chaerephon johorensis,,47.24,,,,,,,,,,,,,,,,,,,76;679;1658;2151,,,
204,Chiroptera,Molossidae,Chaerephon,leucogaster,Chaerephon leucogaster,,,,,,,,,,,,,,,,,,,,,,,,
205,Chiroptera,Molossidae,Chaerephon,major,Chaerephon major,15.17,44.94,,,,,,,,,1.0,,,,,,,,,,1658;1938;2151;2655,,,
206,Chiroptera,Molossidae,Chaerephon,nigeriae,Chaerephon nigeriae,20.14,47.0,,,,,,,,,,,,,,,,,,,1658;2151;2622;2655,,,
207,Chiroptera,Molossidae,Chaerephon,plicatus,Chaerephon plicatus,21.83,46.39,,,,,,,88.64,,0.99,2.0,,4.5,,,,,,,196;679;1297;1528;1621;1658;2143;2151;2655;2719,0.495,,0.495
208,Chiroptera,Molossidae,Chaerephon,pumilus,Chaerephon pumilus,10.98,38.99,,,152.08,,,,62.57,,1.0,3.0,60.0,3.63,36.29,140.97,,24.5,,,44;196;1257;1258;1297;1384;1658;1685;1784;1885;1938;1956;2094;2143;2151;2295;2636;2655;2688;2719;2895;2896;2897;2900;3014;3023,0.3333333333333333,,0.3333333333333333
209,Chiroptera,Molossidae,Chaerephon,russatus,Chaerephon russatus,16.98,44.49,,,,,,,,,0.99,,,,,,,,,,1297;1658;2151;2271;2655,,,
210,Chiroptera,Molossidae,Chaerephon,shortridgei,Chaerephon shortridgei,,,,,,,,,,,,,,,,,,,,,,,,
211,Chiroptera,Molossidae,Chaerephon,solomonis,Chaerephon solomonis,,,,,,,,,,,,,,,,,,,,,,,,
212,Chiroptera,Molossidae,Chaerephon,tomensis,Chaerephon tomensis,7.48,38.62,,,,,,,,,,,,,,,,,,,1537,,,
213,Peramelemorphia,Chaeropodidae,Chaeropus,ecaudatus,Chaeropus ecaudatus,219.51,,,,,,,,,,1.41,,,,,,,,,,955;1072;1297;1760;2655,,,
214,Rodentia,Gliridae,Chaetocauda,sichuanensis,Chaetocauda sichuanensis,31.51,,91.8,,,,,,,,,,,,,,,,,,2151,,,
215,Rodentia,Heteromyidae,Chaetodipus,arenarius,Chaetodipus arenarius,23.0,,68.37,,,,,,,,2.91,,,,,,,,,,1297;1724;2655,,,
216,Rodentia,Heteromyidae,Chaetodipus,artus,Chaetodipus artus,,,88.81,,,,,,,,,,,,,,,,,,315,,,
217,Rodentia,Heteromyidae,Chaetodipus,baileyi,Chaetodipus baileyi,28.44,,93.93,,,38.0,29.1,,,,3.68,,,,,,,,,,730;808;1297;1514;1822;2233;2411;2415;2655,,,
218,Rodentia,Heteromyidae,Chaetodipus,californicus,Chaetodipus californicus,23.01,,,15.0,,21.45,22.0,,25.16,,4.0,,,1.5,,,,23.0,10.0,,884;982;1297;1514;1822;1849;2655;2873,,,
219,Rodentia,Heteromyidae,Chaetodipus,dalquesti,Chaetodipus dalquesti,,,,,,,,,,,,,,,,,,,,,,,,
220,Rodentia,Heteromyidae,Chaetodipus,eremicus,Chaetodipus eremicus,,,,,,,,,,,,,,,,,,,,,,,,
221,Rodentia,Heteromyidae,Chaetodipus,fallax,Chaetodipus fallax,19.19,,83.35,,,30.2,19.9,,25.0,,3.45,1.0,99.6,,,168.83,,,,,543;808;1297;1726;1822;1849;2655,3.45,,3.45
222,Rodentia,Heteromyidae,Chaetodipus,formosus,Chaetodipus formosus,20.02,,193.91,,,,,,28.0,,5.28,1.0,60.0,1.0,,377.57,,21.0,8.0,,543;1215;1297;1514;2655,5.28,,5.280000000000001
223,Rodentia,Heteromyidae,Chaetodipus,goldmani,Chaetodipus goldmani,,,,,,,,,,,,,,,,,,,,,,,,
224,Rodentia,Heteromyidae,Chaetodipus,hispidus,Chaetodipus hispidus,37.24,,104.51,,,48.41,37.4,,,,5.34,2.0,,,,,,30.18,,,1297;1514;1822;1849;2234;2655,2.67,,2.67
225,Rodentia,Heteromyidae,Chaetodipus,intermedius,Chaetodipus intermedius,14.94,,,,,15.62,14.6,,,,5.53,,,,,,,,,,730;1297;1514;1822;2411;2655,,,
226,Rodentia,Heteromyidae,Chaetodipus,lineatus,Chaetodipus lineatus,23.0,,73.58,,,,,,,,,,,,,,,,,,322;2655,,,
227,Rodentia,Heteromyidae,Chaetodipus,nelsoni,Chaetodipus nelsoni,15.53,,79.83,,,,,,30.63,,3.46,,,,,,,,,,327;1297;1514;2473;2655,,,
228,Rodentia,Heteromyidae,Chaetodipus,penicillatus,Chaetodipus penicillatus,15.57,,77.36,14.0,,22.4,16.0,,26.0,,3.4,,,,,,,,,,377;730;884;1297;1514;1822;2415;2473;2655;2888;2978,,,
229,Rodentia,Heteromyidae,Chaetodipus,pernix,Chaetodipus pernix,17.0,,71.87,,,,,,,,,,,,,,,,,,316;2655,,,
230,Rodentia,Heteromyidae,Chaetodipus,rudinoris,Chaetodipus rudinoris,,,,,,,,,,,,,,,,,,,,,,,,
231,Rodentia,Heteromyidae,Chaetodipus,spinatus,Chaetodipus spinatus,16.34,,83.66,,,,,,,,3.5,,,,,,,,,,1297;1723;2655,,,
232,Rodentia,Cricetidae,Cricetulus,barabensis,Cricetulus barabensis,,,,,,,,,,,6.06,,,2.0,,,,20.0,14.0,,1297,,,
233,Rodentia,Cricetidae,Cricetulus,kamensis,Cricetulus kamensis,,,,,,,,,,,,,,,,,,,,,,,,
234,Rodentia,Cricetidae,Cricetulus,longicaudatus,Cricetulus longicaudatus,,,,,,,,,,,5.71,,,,,,,,,,1297,,,
235,Rodentia,Cricetidae,Cricetulus,migratorius,Cricetulus migratorius,30.59,,,,,,,,12.0,,5.2,2.0,,,,,,24.5,,,730;1297;2655,2.6,,2.6
236,Rodentia,Cricetidae,Cricetulus,sokolovi,Cricetulus sokolovi,,,,,,,,,,,,,,,,,,,,,,,,
237,Rodentia,Cricetidae,Cricetus,cricetus,Cricetus cricetus,428.95,,,,91.25,231.68,362.0,,19.5,131.4,7.14,2.0,48.0,4.71,,86.48,,24.85,87.47,,543;1297;1822;2655,3.57,2.5704,3.0292454506031694
238,Soricomorpha,Soricidae,Crocidura,aleksandrisi,Crocidura aleksandrisi,,,,,,,,,,,,,,,,,,,,,,,,
239,Soricomorpha,Soricidae,Crocidura,allex,Crocidura allex,,,,,,,,,,,3.99,,,,,,,,,,1297,,,
240,Soricomorpha,Soricidae,Crocidura,andamanensis,Crocidura andamanensis,,,,,,,,,,,,,,,,,,,,,,,,
241,Soricomorpha,Soricidae,Crocidura,ansellorum,Crocidura ansellorum,,,,,,,,,,,,,,,,,,,,,,,,
242,Soricomorpha,Soricidae,Crocidura,arabica,Crocidura arabica,,,,,,,,,,,,,,,,,,,,,,,,
243,Soricomorpha,Soricidae,Crocidura,arispa,Crocidura arispa,,,,,,,,,,,,,,,,,,,,,,,,
244,Soricomorpha,Soricidae,Crocidura,armenica,Crocidura armenica,,,,,,,,,,,,,,,,,,,,,,,,
245,Soricomorpha,Soricidae,Crocidura,attenuata,Crocidura attenuata,,,,,,,,,,,0.99,,,,,,,,,,1297,,,
246,Soricomorpha,Soricidae,Crocidura,attila,Crocidura attila,,,,,,,,,,,,,,,,,,,,,,,,
247,Soricomorpha,Soricidae,Crocidura,baileyi,Crocidura baileyi,,,,,,,,,,,,,,,,,,,,,,,,
248,Soricomorpha,Soricidae,Crocidura,baluensis,Crocidura baluensis,,,,,,,,,,,,,,,,,,,,,,,,
249,Soricomorpha,Soricidae,Crocidura,batesi,Crocidura batesi,16.49,,68.79,,,,,,,,,,,,,,,,,,1743;2399,,,
250,Soricomorpha,Soricidae,Crocidura,beatus,Crocidura beatus,10.55,,,,,,,,,,,,,,,,,,,,2655,,,
251,Soricomorpha,Soricidae,Crocidura,beccarii,Crocidura beccarii,,,,,,,,,,,,,,,,,,,,,,,,
252,Soricomorpha,Soricidae,Crocidura,bottegi,Crocidura bottegi,3.49,,,,,,,,,,2.99,,,,,,,,,,1297;2655,,,
253,Soricomorpha,Soricidae,Crocidura,bottegoides,Crocidura bottegoides,,,,,,,,,,,,,,,,,,,,,,,,
254,Soricomorpha,Soricidae,Crocidura,brunnea,Crocidura brunnea,,,,,,,,,,,,,,,,,,,,,,,,
255,Soricomorpha,Soricidae,Crocidura,buettikoferi,Crocidura buettikoferi,,,,,,,,,,,2.99,,,,,,,,,,1297,,,
256,Soricomorpha,Soricidae,Crocidura,caliginea,Crocidura caliginea,,,,,,,,,,,,,,,,,,,,,,,,
257,Soricomorpha,Soricidae,Crocidura,canariensis,Crocidura canariensis,7.5,,,,,,,,,,,,,,,,,,,,2655,,,
258,Soricomorpha,Soricidae,Crocidura,caspica,Crocidura caspica,,,,,,,,,,,,,,,,,,,,,,,,
259,Soricomorpha,Soricidae,Crocidura,cinderella,Crocidura cinderella,,,,,,,,,,,,,,,,,,,,,,,,
260,Soricomorpha,Soricidae,Crocidura,congobelgica,Crocidura congobelgica,,,,,,,,,,,,,,,,,,,,,,,,
261,Soricomorpha,Soricidae,Crocidura,crenata,Crocidura crenata,,,,,,,,,,,,,,,,,,,,,,,,
262,Soricomorpha,Soricidae,Crocidura,crossei,Crocidura crossei,8.0,,,,,,,,,,3.0,,,,,,,,,,1297;2655,,,
263,Soricomorpha,Soricidae,Crocidura,cyanea,Crocidura cyanea,8.58,,,,,,,,,,3.59,,,,,,,,,,626;801;1297;2629;2655;3054,,,
264,Soricomorpha,Soricidae,Crocidura,denti,Crocidura denti,,,,,,,,,,,,,,,,,,,,,,,,
265,Soricomorpha,Soricidae,Crocidura,desperata,Crocidura desperata,,,,,,,,,,,,,,,,,,,,,,,,
266,Soricomorpha,Soricidae,Crocidura,dhofarensis,Crocidura dhofarensis,,,,,,,,,,,,,,,,,,,,,,,,
267,Soricomorpha,Soricidae,Crocidura,dolichura,Crocidura dolichura,5.63,,71.0,,,,,,,,,,,,,,,,,,1743;2399;2655,,,
268,Soricomorpha,Soricidae,Crocidura,douceti,Crocidura douceti,4.3,,,,,,,,,,,,,,,,,,,,2655,,,
269,Soricomorpha,Soricidae,Crocidura,dsinezumi,Crocidura dsinezumi,,,,,,,,,,,4.29,,,,,,,,,,1297,,,
270,Soricomorpha,Soricidae,Crocidura,eisentrauti,Crocidura eisentrauti,,,,,,,,,,,1.99,,,,,,,,,,1297,,,
271,Soricomorpha,Soricidae,Crocidura,elgonius,Crocidura elgonius,6.5,,,,,,,,,,,,,,,,,,,,2655,,,
272,Soricomorpha,Soricidae,Crocidura,elongata,Crocidura elongata,,,,,,,,,,,,,,,,,,,,,,,,
273,Soricomorpha,Soricidae,Crocidura,erica,Crocidura erica,,,,,,,,,,,,,,,,,,,,,,,,
274,Soricomorpha,Soricidae,Crocidura,fischeri,Crocidura fischeri,,,,,,,,,,,,,,,,,,,,,,,,
275,Soricomorpha,Soricidae,Crocidura,flavescens,Crocidura flavescens,31.22,,,,,44.48,33.2,,25.0,,3.37,,,2.25,,,,,20.69,,1297;1822;2629;2655,,,
276,Soricomorpha,Soricidae,Crocidura,floweri,Crocidura floweri,,,,,,,,,,,,,,,,,,,,,,,,
277,Soricomorpha,Soricidae,Crocidura,foetida,Crocidura foetida,,,,,,,,,,,,,,,,,,,,,,,,
278,Soricomorpha,Soricidae,Crocidura,foxi,Crocidura foxi,21.0,,,,,,,,,,1.99,,,,,,,,,,1297;2655,,,
279,Soricomorpha,Soricidae,Crocidura,fuliginosa,Crocidura fuliginosa,12.0,,,,,,,,,,1.73,,,,,,,,,,1297;2655,,,
280,Soricomorpha,Soricidae,Crocidura,fulvastra,Crocidura fulvastra,10.0,,,,,,,,,,,,,,,,,,,,2655,,,
281,Soricomorpha,Soricidae,Crocidura,fumosa,Crocidura fumosa,14.49,,,,,,,,,,3.74,,,,,,,,,,1297;2655,,,
282,Soricomorpha,Soricidae,Crocidura,fuscomurina,Crocidura fuscomurina,5.6,,60.21,10.0,,,,,,,3.0,,,0.59,19.33,,,17.29,3.0,,99;626;730;801;1297;1428;2629;2655;2952,,,
283,Soricomorpha,Soricidae,Crocidura,glassi,Crocidura glassi,,,,,,,,,,,,,,,,,,,,,,,,
284,Soricomorpha,Soricidae,Crocidura,gmelini,Crocidura gmelini,,,,,,,,,,,,,,,,,,,,,,,,
285,Soricomorpha,Soricidae,Crocidura,goliath,Crocidura goliath,87.92,,147.42,,,,,,,,,,,,,,,,,,1743;2399,,,
286,Soricomorpha,Soricidae,Crocidura,gracilipes,Crocidura gracilipes,6.69,,,,,,,,,,2.99,,,,,,,,,,1297;2655,,,
287,Soricomorpha,Soricidae,Crocidura,grandiceps,Crocidura grandiceps,23.0,,,,,,,,,,,,,,,,,,,,2655,,,
288,Soricomorpha,Soricidae,Crocidura,grandis,Crocidura grandis,,,,,,,,,,,,,,,,,,,,,,,,
289,Soricomorpha,Soricidae,Crocidura,grassei,Crocidura grassei,,,62.99,,,,,,,,,,,,,,,,,,1743,,,
290,Soricomorpha,Soricidae,Crocidura,grayi,Crocidura grayi,10.7,,,,,,,,,,,,,,,,,,,,2446;2655,,,
291,Soricomorpha,Soricidae,Crocidura,greenwoodi,Crocidura greenwoodi,,,,,,,,,,,,,,,,,,,,,,,,
292,Soricomorpha,Soricidae,Crocidura,harenna,Crocidura harenna,,,,,,,,,,,,,,,,,,,,,,,,
293,Soricomorpha,Soricidae,Crocidura,hildegardeae,Crocidura hildegardeae,10.28,,,,,29.9,11.5,,,,,,,,,,,,,,730;1822;2399;2655,,,
294,Soricomorpha,Soricidae,Crocidura,hilliana,Crocidura hilliana,,,,,,,,,,,,,,,,,,,,,,,,
295,Soricomorpha,Soricidae,Crocidura,hirta,Crocidura hirta,15.8,,,,,,,,18.0,59.0,3.89,,,1.0,30.0,,,17.74,10.0,,626;801;1297;1798;2629;2655,,0.6287945205479452,0.6287945205479452
296,Soricomorpha,Soricidae,Crocidura,hispida,Crocidura hispida,,,,,,,,,,,,,,,,,,,,,,,,
297,Soricomorpha,Soricidae,Crocidura,orii,Crocidura orii,,,,,,,,,,,,,,,,,,,,,,,,
298,Soricomorpha,Soricidae,Crocidura,palawanensis,Crocidura palawanensis,,,,,,,,,,,,,,,,,,,,,,,,
299,Soricomorpha,Soricidae,Crocidura,paradoxura,Crocidura paradoxura,,,,,,,,,,,,,,,,,,,,,,,,
300,Soricomorpha,Soricidae,Crocidura,parvipes,Crocidura parvipes,,,,,,,,,,,,,,,,,,,,,,,,
301,Soricomorpha,Soricidae,Crocidura,pasha,Crocidura pasha,6.5,,,,,,,,,,,,,,,,,,,,2655,,,
302,Soricomorpha,Soricidae,Crocidura,pergrisea,Crocidura pergrisea,,,,,,,,,,,,,,,,,,,,,,,,
303,Soricomorpha,Soricidae,Crocidura,phaeura,Crocidura phaeura,,,,,,,,,,,,,,,,,,,,,,,,
304,Soricomorpha,Soricidae,Crocidura,picea,Crocidura picea,,,,,,,,,,,,,,,,,,,,,,,,
305,Soricomorpha,Soricidae,Crocidura,pitmani,Crocidura pitmani,,,,,,,,,,,,,,,,,,,,,,,,
306,Soricomorpha,Soricidae,Crocidura,planiceps,Crocidura planiceps,2.5,,,,,,,,,,3.0,,,,,,,,,,1297;2655,,,
307,Soricomorpha,Soricidae,Crocidura,poensis,Crocidura poensis,17.05,,,,,30.42,16.9,,,,2.44,,,,,,,,,,1297;1822;2655,,,
308,Soricomorpha,Soricidae,Crocidura,polia,Crocidura polia,,,,,,,,,,,,,,,,,,,,,,,,
309,Soricomorpha,Soricidae,Crocidura,pullata,Crocidura pullata,,,,,,,,,,,,,,,,,,,,,,,,
310,Soricomorpha,Soricidae,Crocidura,raineyi,Crocidura raineyi,14.49,,,,,,,,,,,,,,,,,,,,2655,,,
311,Soricomorpha,Soricidae,Crocidura,ramona,Crocidura ramona,,,,,,,,,,,,,,,,,,,,,,,,
312,Soricomorpha,Soricidae,Crocidura,rapax,Crocidura rapax,,,,,,,,,,,,,,,,,,,,,,,,
313,Soricomorpha,Soricidae,Crocidura,religiosa,Crocidura religiosa,7.0,,,,,,,,,,,,,,,,,,,,2655,,,
314,Soricomorpha,Soricidae,Crocidura,rhoditis,Crocidura rhoditis,,,,,,,,,,,,,,,,,,,,,,,,
