,Order,Family,Genus,Species,PlacentalMammal,AdultBodyMass (g),NeonateBodyMass (g),LitterSize (number),GestationLen (d),InterbirthInterval (d),LittersPerYear (number),WeaningAge (d),WeaningBodyMass (g),FemaleSexualMaturity (d),MaleSexualMaturity (d),PantheriaSexualMaturity (d),AgeAtFirstBirth (d),MaxLongevity (m),BasalMetabolicRate (W),BasalMetabolicRate (mLO2hr),BasalMetabolicRate (g),RefsAnAge,RefsPanTHERIA,BinomialName,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number),YoungMassPerYear_Estimated (g),Order_savage04,Family_savage04,mass_g,BMR_W,BMR_MJ_per_day,species_average_mass_g,species_average_BMR_W,species_average_BMR_MJ_per_day,ref
0,Rodentia,Muridae,Abditomys,latidens,True,268.0899999999999,,,,,,,,,,,,,,,,,2152,Abditomys latidens,,,,,,,,,,,,,
1,Rodentia,Muridae,Abeomelomys,sevia,True,54.88000000000002,,1.0,,,,,,,,,,,,,,,456;865;977;1297;2152;2655;2803,Abeomelomys sevia,,,,,,,,,,,,,
2,Rodentia,Cricetidae,Abrawayaomys,ruschii,True,62.98999999999998,,,,,,,,,,,,,,,,,2655,Abrawayaomys ruschii,,,,,,,,,,,,,
3,Rodentia,Abrocomidae,Abrocoma,bennettii,True,,,3.0000000000000004,,,2.0,,,,,,,27.60000000000001,,,,"434,455,671",543;890;1297;1492;2655,Abrocoma bennettii,1.5000000000000002,,1.5000000000000002,,,,,,,,,,
4,Rodentia,Abrocomidae,Abrocoma,boliviensis,True,158.00000000000003,,,,,,,,,,,,,,,,,2655,Abrocoma boliviensis,,,,,,,,,,,,,
5,Rodentia,Abrocomidae,Abrocoma,budini,True,,,,,,,,,,,,,,,,,,,Abrocoma budini,,,,,,,,,,,,,
6,Rodentia,Abrocomidae,Abrocoma,cinerea,True,193.63999999999993,13.260000000000002,2.19,109.49,,,,,,,,,,,,,,890;1297;1627;2655,Abrocoma cinerea,,,,,,,,,,,,,
7,Rodentia,Abrocomidae,Abrocoma,famatina,True,,,,,,,,,,,,,,,,,,,Abrocoma famatina,,,,,,,,,,,,,
8,Rodentia,Abrocomidae,Abrocoma,shistacea,True,,,,,,,,,,,,,,,,,,,Abrocoma shistacea,,,,,,,,,,,,,
9,Rodentia,Abrocomidae,Abrocoma,uspallata,True,,,,,,,,,,,,,,,,,,,Abrocoma uspallata,,,,,,,,,,,,,
10,Rodentia,Abrocomidae,Abrocoma,vaccarum,True,,,,,,,,,,,,,,,,,,,Abrocoma vaccarum,,,,,,,,,,,,,
11,Rodentia,Cricetidae,Abrothrix,andinus,True,24.91,,,,,,,,,,,,,,64.79999999999997,34.60000000000001,,890;1822;2655,Abrothrix andinus,,,,,,,,,,,,,
12,Rodentia,Cricetidae,Abrothrix,hershkovitzi,True,,,,,,,,,,,,,,,,,,,Abrothrix hershkovitzi,,,,,,,,,,,,,
13,Rodentia,Cricetidae,Abrothrix,illuteus,True,47.790000000000006,,,,,,,,,,,,,,,,,2655,Abrothrix illuteus,,,,,,,,,,,,,
14,Rodentia,Cricetidae,Abrothrix,jelskii,True,34.50000000000001,,,,,,,,,,,,,,,,,890;2655,Abrothrix jelskii,,,,,,,,,,,,,
15,Rodentia,Cricetidae,Abrothrix,lanosus,True,27.829999999999995,,,,,,,,,,,,,,45.60000000000001,24.000000000000004,,1473;1822;2655,Abrothrix lanosus,,,,,,,,,,,,,
16,Rodentia,Cricetidae,Abrothrix,longipilis,True,38.85999999999999,3.29,3.7000000000000006,,17.0,,,,,,51.72999999999999,112.30000000000004,,,57.60999999999998,42.29999999999999,,730;890;1114;1130;1297;1420;1449;1473;1492;1822;2006;2008;2242;2655,Abrothrix longipilis,,0.1723287671232877,0.1723287671232877,0.5669616438356165,,,,,,,,,
17,Rodentia,Cricetidae,Abrothrix,markhami,True,,,,,,,,,,,,,,,,,,,Abrothrix markhami,,,,,,,,,,,,,
18,Rodentia,Cricetidae,Abrothrix,olivaceus,True,24.52,,5.34,,,2.0,,,,,170.38000000000005,,12.0,,49.18999999999999,27.0,,730;890;1025;1114;1130;1297;1449;1473;1492;1822;1829;2006;2008;2242;2655,Abrothrix olivaceus,2.67,,2.67,,,,,,,,,,
19,Rodentia,Cricetidae,Abrothrix,sanborni,True,24.7,,,,,,,,,,,,,,,,,890;2008;2655,Abrothrix sanborni,,,,,,,,,,,,,
20,Chiroptera,Pteropodidae,Acerodon,celebensis,True,384.8400000000001,,0.98,,,,,,,,,,,,,,,978;1297;1658;2151;2655,Acerodon celebensis,,,,,,,,,,,,,
21,Chiroptera,Pteropodidae,Acerodon,humilis,True,,,,,,,,,,,,,,,,,,79;1658;2151,Acerodon humilis,,,,,,,,,,,,,
22,Chiroptera,Pteropodidae,Acerodon,jubatus,True,1087.0399999999995,,1.0,,,1.0,,,,,,,,,,,,79;679;1015;1309;1439;1658;2017;2151;2655;2885,Acerodon jubatus,1.0,,1.0,,,,,,,,,,
23,Chiroptera,Pteropodidae,Acerodon,leucotis,True,,,,,,,,,,,,,,,,,,679;1658;2151,Acerodon leucotis,,,,,,,,,,,,,
24,Chiroptera,Pteropodidae,Acerodon,mackloti,True,467.93000000000006,,0.98,,,,,,,,,,,,,,,79;1297;1386;1621;1658;2017;2143;2151;2622;2655;3023,Acerodon mackloti,,,,,,,,,,,,,
25,Carnivora,Felidae,Acinonyx,jubatus,True,38446.1,489.00000000000017,3.0000000000000004,88.00000000000003,537.0000000000001,0.7,106.99999999999996,1940.0000000000007,456.00000000000017,456.00000000000017,741.9699999999998,1217.2699999999998,245.99999999999991,61.77000000000003,17114.999999999996,48900.00000000004,"36,420,434,455,610,671,680,817,1142",367;542;543;730;1052;1113;1297;1573;1822;2655,Acinonyx jubatus,4.2857142857142865,4.413698630136988,4.349235711250388,2126.77626280144,Carnivora,Felidae,37900.0,50.107,4.3292448,38 446.1,61.77,5.336928,White & Seymour (2003)
26,Carnivora,Felidae,Acinonyx,jubatus,True,38446.1,489.00000000000017,3.0000000000000004,88.00000000000003,537.0000000000001,0.7,106.99999999999996,1940.0000000000007,456.00000000000017,456.00000000000017,741.9699999999998,1217.2699999999998,245.99999999999991,61.77000000000003,17114.999999999996,48900.00000000004,"36,420,434,455,610,671,680,817,1142",367;542;543;730;1052;1113;1297;1573;1822;2655,Acinonyx jubatus,4.2857142857142865,4.413698630136988,4.349235711250388,2126.77626280144,Carnivora,Felidae,39000.0,76.148,6.579187199999999,,,0.0,Lovegrove (2000)
27,Rodentia,Muridae,Acomys,airensis,True,,,,,,,,,,,,,,,,,,,Acomys airensis,,,,,,,,,,,,,
28,Rodentia,Muridae,Acomys,cahirinus,True,42.00000000000001,5.27,3.0000000000000004,37.99999999999999,34.00000000000001,3.5,13.999999999999996,15.160000000000002,57.999999999999986,59.000000000000014,51.9,103.00000000000001,70.80000000000004,0.258,,,"36,245,246,420,434,455,610,671,680,731,966",456;543;771;1244;1297;1542;2593;2655;2978,Acomys cahirinus,0.8571428571428573,0.2794520547945207,0.48941836161000113,2.579234765684706,Rodentia,Muridae,42.0,0.258,0.0222912,42,0.258,0.0222912,White & Seymour (2003)
29,Rodentia,Muridae,Acomys,chudeaui,True,,,,,,,,,,,,,,,,,,,Acomys chudeaui,,,,,,,,,,,,,
30,Rodentia,Muridae,Acomys,cilicicus,True,,,,,,,,,,,,,48.00000000000001,,,,671,,Acomys cilicicus,,,,,,,,,,,,,
31,Rodentia,Muridae,Acomys,cineraceus,True,,,,,,,,,,,,,,,,,,1399,Acomys cineraceus,,,,,,,,,,,,,
32,Rodentia,Muridae,Acomys,dimidiatus,True,,,,,,,,,,,,,,,,,,,Acomys dimidiatus,,,,,,,,,,,,,
33,Rodentia,Muridae,Acomys,ignitus,True,,,,,,,,,,,,,,,,,,,Acomys ignitus,,,,,,,,,,,,,
34,Rodentia,Muridae,Acomys,johannis,True,,,,,,,,,,,,,,,,,,,Acomys johannis,,,,,,,,,,,,,
35,Rodentia,Muridae,Acomys,kempi,True,21.990000000000002,,,,,,,,,,,,,,,,,2655,Acomys kempi,,,,,,,,,,,,,
36,Rodentia,Muridae,Acomys,louisae,True,20.189999999999998,,,,,,,,,,,,,,,,,2655,Acomys louisae,,,,,,,,,,,,,
37,Rodentia,Muridae,Acomys,minous,True,62.50000000000002,,,,,,,,,,,,,,,,,2655,Acomys minous,,,,,,,,,,,,,
38,Rodentia,Muridae,Acomys,mullah,True,,,,,,,,,,,,,,,,,,,Acomys mullah,,,,,,,,,,,,,
39,Rodentia,Muridae,Acomys,nesiotes,True,,,,,,,,,,,,,,,,,,,Acomys nesiotes,,,,,,,,,,,,,
40,Rodentia,Muridae,Acomys,percivali,True,21.990000000000002,,,,,,,,,,,,,,,,,2655,Acomys percivali,,,,,,,,,,,,,
41,Rodentia,Muridae,Acomys,russatus,True,42.35,,2.5,,,,,,,,,,,,,,,1297;1542;1765;2593;2655;2978,Acomys russatus,,,,,Rodentia,Muridae,51.1,0.23,0.019872,55.4,0.24,0.020736,Heusner (1991)
42,Rodentia,Muridae,Acomys,russatus,True,42.35,,2.5,,,,,,,,,,,,,,,1297;1542;1765;2593;2655;2978,Acomys russatus,,,,,Rodentia,Muridae,55.55,0.239,0.020649599999999997,,,0.0,White & Seymour (2003)
43,Rodentia,Muridae,Acomys,russatus,True,42.35,,2.5,,,,,,,,,,,,,,,1297;1542;1765;2593;2655;2978,Acomys russatus,,,,,Rodentia,Muridae,60.0,0.251,0.0216864,,,0.0,Lovegrove (2003)
44,Rodentia,Muridae,Acomys,seurati,True,,,,,,,,,,,,,,,,,,,Acomys seurati,,,,,,,,,,,,,
45,Rodentia,Muridae,Acomys,spinosissimus,True,26.5,,2.71,,,,,,,,,,,,44.120000000000005,27.019999999999996,,730;1297;1798;1822;2655,Acomys spinosissimus,,,,,Rodentia,Muridae,27.02,0.246,0.021254400000000003,27,0.246,0.021254400000000003,White & Seymour (2003)
46,Rodentia,Muridae,Acomys,subspinosus,True,21.92,,,,,,,,,,,,,,83.43,32.25,,730;1822;2442;2655,Acomys subspinosus,,,,,Rodentia,Muridae,32.25,0.465,0.040176,32.3,0.465,0.040176,White & Seymour (2003)
47,Rodentia,Muridae,Acomys,wilsoni,True,,3.49,2.3,38.99999999999999,,3.5,,10.000000000000002,,,,,67.19999999999999,,,,"455,610,671,978",1297;1399;2655,Acomys wilsoni,0.6571428571428571,,0.6571428571428571,2.2934285714285716,,,,,,,,,
48,Rodentia,Octodontidae,Aconaemys,fuscus,True,129.95,,3.2299999999999995,,,,,,,,,,,,120.96000000000004,111.99999999999996,,890;1297;1822;2151;2242;2655,Aconaemys fuscus,,,,,Rodentia,Octodontidae,112.0,0.675,0.05832000000000001,112,0.675,0.05832000000000001,White & Seymour (2003)
49,Rodentia,Octodontidae,Aconaemys,porteri,True,,,,,,,,,,,,,,,,,,,Aconaemys porteri,,,,,,,,,,,,,
50,Rodentia,Octodontidae,Aconaemys,sagei,True,96.49,,,,,,,,,,,,,,,,,890;2151;2655,Aconaemys sagei,,,,,,,,,,,,,
52,Perissodactyla,Tapiridae,Acrocodia,indica,True,,6499.999999999995,1.0,391.9999999999999,730.0,0.5,183.00000000000009,,1095.0000000000002,1095.0000000000002,,,438.0000000000001,,,,"434,455,610,671,1052,1136",,Acrocodia indica,2.0,2.0,2.0,12999.99999999999,,,,,,,,,
53,Artiodactyla,Bovidae,Addax,nasomaculatus,True,,5600.000000000005,1.0,282.00000000000006,355.00000000000006,1.0,198.0,,1064.9999999999995,,,1066.8599999999997,336.0,,,,"434,455,538,610,671,680",511;543;899;1297;1525;1848;2655;2693,Addax nasomaculatus,1.0,0.9726027397260276,0.9862062358989765,5522.754921034273,,,,,,,,,
54,Rodentia,Cricetidae,Aepeomys,lugens,True,37.0,,,,,,,,,,,,,,,,,2151;2655,Aepeomys lugens,,,,,,,,,,,,,
55,Rodentia,Cricetidae,Aepeomys,reigi,True,,,,,,,,,,,,,,,,,,,Aepeomys reigi,,,,,,,,,,,,,
56,Artiodactyla,Bovidae,Aepyceros,melampus,True,,5549.999999999995,1.0,198.0,365.0,1.0,167.00000000000006,15900.000000000007,456.00000000000017,395.00000000000006,498.97000000000014,730.0,307.20000000000005,,,,"434,455,610,671,676,677,680,731,1135",543;730;854;869;1297;1525;1573;1763;1848;2338;2620;2629;2655;2693;3057,Aepyceros melampus,1.0,1.0,1.0,5549.999999999995,,,,,,,,,
58,Rodentia,Sciuridae,Aeretes,melanopterus,True,,,,,,,,,,,,,,,,,,,Aeretes melanopterus,,,,,,,,,,,,,
59,Rodentia,Sciuridae,Aeromys,tephromelas,True,1187.0000000000002,,1.07,,,,,,,,,,,,,,,1971;2152;2655;2844,Aeromys tephromelas,,,,,,,,,,,,,
60,Rodentia,Sciuridae,Aeromys,thomasi,True,1430.1899999999996,,,,,,,,,,,,,,,,,2152;2655,Aeromys thomasi,,,,,,,,,,,,,
61,Chiroptera,Pteropodidae,Aethalops,aequalis,True,,,,,,,,,,,,,,,,,,396,Aethalops aequalis,,,,,,,,,,,,,
62,Chiroptera,Pteropodidae,Aethalops,alecto,True,15.0,,0.99,,,,,,,,,,,,,,,396;1343;1621;1658;2017;2151;2622;2655,Aethalops alecto,,,,,,,,,,,,,
63,Rodentia,Muridae,Aethomys,bocagei,True,,,,,,,,,,,,,,,,,,,Aethomys bocagei,,,,,,,,,,,,,
64,Rodentia,Muridae,Aethomys,chrysophilus,True,80.84999999999997,4.430000000000001,3.09,26.169999999999995,,,24.880000000000003,30.99,,,96.05,138.00000000000006,,,,,,456;475;730;1244;1297;1798;2655;3054,Aethomys chrysophilus,,,,,,,,,,,,,
65,Rodentia,Muridae,Aethomys,hindei,True,140.65000000000003,,2.05,24.66,,,,,,,59.10999999999999,,,,,,,456;730;1297;2175;2655,Aethomys hindei,,,,,,,,,,,,,
66,Rodentia,Muridae,Aethomys,ineptus,True,133.15999999999997,,,,,,,,,,,,,,,,,456;608,Aethomys ineptus,,,,,,,,,,,,,
67,Rodentia,Muridae,Aethomys,kaiseri,True,89.99000000000004,6.09,3.0000000000000004,27.0,,,26.000000000000004,39.52,,,,,,,,,,1297;2655,Aethomys kaiseri,,,,,,,,,,,,,
71,Rodentia,Muridae,Aethomys,nyikae,True,,,3.56,,,,,,,,,,,,,,,1297,Aethomys nyikae,,,,,,,,,,,,,
72,Rodentia,Muridae,Aethomys,silindensis,True,,,,,,,,,,,,,,,,,,,Aethomys silindensis,,,,,,,,,,,,,
73,Rodentia,Muridae,Aethomys,stannarius,True,,,,,,,,,,,,,,,,,,,Aethomys stannarius,,,,,,,,,,,,,
74,Rodentia,Muridae,Aethomys,thomasi,True,,,,,,,,,,,,,,,,,,,Aethomys thomasi,,,,,,,,,,,,,
76,Carnivora,Ursidae,Ailuropoda,melanoleuca,True,,110.00000000000004,1.5,48.00000000000001,548.0000000000002,0.7,181.99999999999997,22000.0,2191.999999999999,2191.999999999999,2413.0200000000004,,441.59999999999985,,,,"77,434,455,610,671,676,680,731,1142",543;679;730;1113;1297;1573;2655,Ailuropoda melanoleuca,2.142857142857143,2.252054794520549,2.196777572387344,241.64553296260794,,,,,,,,,
79,Carnivora,Ailuridae,Ailurus,fulgens,True,5740.000000000004,100.00000000000004,2.0,115.99999999999999,365.0,1.0,137.00000000000003,1140.0000000000005,549.9999999999998,549.9999999999998,604.0500000000001,760.4099999999996,228.00000000000006,4.898,838.36,5344.999999999995,"36,420,434,455,610,671,680,731,1136",367;543;1113;1297;1573;1822;2655,Ailurus fulgens,2.0,2.0,2.0,200.00000000000009,Carnivora,Procyonidae,5740.0,4.898,0.42318719999999993,5 740.0,4.898,0.42318719999999993,White & Seymour (2003)
80,Rodentia,Cricetidae,Akodon,aerosus,True,59.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon aerosus,,,,,,,,,,,,,
81,Rodentia,Cricetidae,Akodon,affinis,True,24.889999999999997,,,,,,,,,,,,,,,,,2151;2655,Akodon affinis,,,,,,,,,,,,,
82,Rodentia,Cricetidae,Akodon,albiventer,True,25.95,,,,,,,,,,,,,,46.49999999999999,31.0,,890;1822;2655,Akodon albiventer,,,,,Rodentia,Muridae,31.0,0.259,0.0223776,31,0.259,0.0223776,White & Seymour (2003)
83,Rodentia,Cricetidae,Akodon,aliquantulus,True,,,,,,,,,,,,,,,,,,,Akodon aliquantulus,,,,,,,,,,,,,
84,Rodentia,Cricetidae,Akodon,azarae,True,25.269999999999992,,4.59,23.0,,1.25,14.439999999999998,,,,61.870000000000026,,,,39.95,23.500000000000004,,730;890;896;1297;1822;1849;2034;2655,Akodon azarae,3.6719999999999997,,3.6719999999999997,,Rodentia,Muridae,23.5,0.223,0.0192672,23.7,0.225,0.01944,Lovegrove (2000)
85,Rodentia,Cricetidae,Akodon,azarae,True,25.269999999999992,,4.59,23.0,,1.25,14.439999999999998,,,,61.870000000000026,,,,39.95,23.500000000000004,,730;890;896;1297;1822;1849;2034;2655,Akodon azarae,3.6719999999999997,,3.6719999999999997,,Rodentia,Muridae,24.0,0.228,0.0196992,,,0.0,White & Seymour (2003)
86,Rodentia,Cricetidae,Akodon,bogotensis,True,12.990000000000002,,,,,,,,,,,,,,,,,2655,Akodon bogotensis,,,,,,,,,,,,,
87,Rodentia,Cricetidae,Akodon,boliviensis,True,27.500000000000004,,4.86,,,,,,,,,,,,,,,890;1297;2655,Akodon boliviensis,,,,,,,,,,,,,
88,Rodentia,Cricetidae,Akodon,budini,True,26.89999999999999,,,,,,,,,,,,,,,,,2655,Akodon budini,,,,,,,,,,,,,
89,Rodentia,Cricetidae,Akodon,cursor,True,39.84,,,,,,,,,,,,,,,,,730;890;905;2655,Akodon cursor,,,,,,,,,,,,,
90,Rodentia,Cricetidae,Akodon,dayi,True,32.49000000000001,,,,,,,,,,,,,,,,,905;2655,Akodon dayi,,,,,,,,,,,,,
91,Rodentia,Cricetidae,Akodon,dolores,True,50.48999999999999,2.94,3.89,,,,,,,,,,,,,,,1297;2655,Akodon dolores,,,,,,,,,,,,,
92,Rodentia,Cricetidae,Akodon,fumeus,True,22.69,,,,,,,,,,,,,,,,,2655,Akodon fumeus,,,,,,,,,,,,,
93,Rodentia,Cricetidae,Akodon,iniscatus,True,28.700000000000003,,,,,,,,,,,,,,,,,2655,Akodon iniscatus,,,,,,,,,,,,,
94,Rodentia,Cricetidae,Akodon,juninensis,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon juninensis,,,,,,,,,,,,,
95,Rodentia,Cricetidae,Akodon,kofordi,True,29.48999999999999,,,,,,,,,,,,,,,,,2655,Akodon kofordi,,,,,,,,,,,,,
97,Rodentia,Cricetidae,Akodon,latebricola,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon latebricola,,,,,,,,,,,,,
98,Rodentia,Cricetidae,Akodon,leucolimnaeus,True,,,,,,,,,,,,,,,,,,,Akodon leucolimnaeus,,,,,,,,,,,,,
99,Rodentia,Cricetidae,Akodon,lindberghi,True,26.400000000000002,,,,,,,,,,,,,,,,,2655,Akodon lindberghi,,,,,,,,,,,,,
101,Rodentia,Cricetidae,Akodon,lutescens,True,20.690000000000005,,,,,,,,,,,,,,,,,791;2655,Akodon lutescens,,,,,,,,,,,,,
102,Rodentia,Cricetidae,Akodon,mimus,True,23.99,,,,,,,,,,,,,,,,,2655,Akodon mimus,,,,,,,,,,,,,
103,Rodentia,Cricetidae,Akodon,molinae,True,32.99,2.94,3.7699999999999996,23.0,30.000000000000004,,26.000000000000004,,,,28.069999999999997,91.24999999999999,,,,,,890;1297;2655,Akodon molinae,,0.3098630136986301,0.3098630136986302,0.9109972602739727,,,,,,,,,
104,Rodentia,Cricetidae,Akodon,mollis,True,30.390000000000008,,,,,,,,,,,,,,,,,2655,Akodon mollis,,,,,,,,,,,,,
105,Rodentia,Cricetidae,Akodon,montensis,True,,,,,,,,,,,,,,,,,,1843,Akodon montensis,,,,,,,,,,,,,
106,Rodentia,Cricetidae,Akodon,mystax,True,,,,,,,,,,,,,,,,,,,Akodon mystax,,,,,,,,,,,,,
107,Rodentia,Cricetidae,Akodon,neocenus,True,42.39000000000001,,,,,,,,,,,,,,,,,2655,Akodon neocenus,,,,,,,,,,,,,
108,Rodentia,Cricetidae,Akodon,oenos,True,,,,,,,,,,,,,,,,,,,Akodon oenos,,,,,,,,,,,,,
110,Rodentia,Cricetidae,Akodon,orophilus,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon orophilus,,,,,,,,,,,,,
111,Rodentia,Cricetidae,Akodon,paranaensis,True,,,,,,,,,,,,,,,,,,,Akodon paranaensis,,,,,,,,,,,,,
112,Rodentia,Cricetidae,Akodon,pervalens,True,,,,,,,,,,,,,,,,,,,Akodon pervalens,,,,,,,,,,,,,
113,Rodentia,Cricetidae,Akodon,reigi,True,,,,,,,,,,,,,,,,,,,Akodon reigi,,,,,,,,,,,,,
114,Rodentia,Cricetidae,Akodon,sanctipaulensis,True,27.099999999999998,,,,,,,,,,,,,,,,,618;2655,Akodon sanctipaulensis,,,,,,,,,,,,,
115,Rodentia,Cricetidae,Akodon,serrensis,True,28.299999999999997,,,,,,,,,,,,,,,,,618;2655,Akodon serrensis,,,,,,,,,,,,,
116,Rodentia,Cricetidae,Akodon,siberiae,True,34.60000000000001,,,,,,,,,,,,,,,,,2655,Akodon siberiae,,,,,,,,,,,,,
117,Rodentia,Cricetidae,Akodon,simulator,True,42.50000000000001,,,,,,,,,,,,,,,,,2655,Akodon simulator,,,,,,,,,,,,,
118,Rodentia,Cricetidae,Akodon,spegazzinii,True,28.6,,,,,,,,,,,,,,,,,791;2655,Akodon spegazzinii,,,,,,,,,,,,,
119,Rodentia,Cricetidae,Akodon,subfuscus,True,30.390000000000008,,,,,,,,,,,,,,,,,2655,Akodon subfuscus,,,,,,,,,,,,,
120,Rodentia,Cricetidae,Akodon,surdus,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon surdus,,,,,,,,,,,,,
121,Rodentia,Cricetidae,Akodon,sylvanus,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon sylvanus,,,,,,,,,,,,,
122,Rodentia,Cricetidae,Akodon,toba,True,51.20000000000001,,,,,,,,,,,,,,,,,2655,Akodon toba,,,,,,,,,,,,,
123,Rodentia,Cricetidae,Akodon,torques,True,38.989999999999995,,,,,,,,,,,,,,,,,2655,Akodon torques,,,,,,,,,,,,,
124,Rodentia,Cricetidae,Akodon,varius,True,40.0,,,,,,,,,,,,,,,,,890;2655,Akodon varius,,,,,,,,,,,,,
125,Artiodactyla,Bovidae,Alcelaphus,buselaphus,True,,9049.999999999998,1.0,247.00000000000006,365.0,1.0,193.0,,730.0,,827.6900000000003,927.6999999999997,270.00000000000006,,,,"455,671",543;730;869;1297;1525;1573;1763;1848;2629;2655;2693;2986,Alcelaphus buselaphus,1.0,1.0,1.0,9049.999999999998,,,,,,,,,
126,Artiodactyla,Bovidae,Alcelaphus,caama,True,176115.96999999988,,,,,,,,,,,,183.96000000000006,,,,,869;1525;2693,Alcelaphus caama,,,,,,,,,,,,,
127,Artiodactyla,Bovidae,Alcelaphus,lichtensteinii,True,168695.66000000006,15000.000000000004,0.98,237.00000000000009,365.0,,,,,,596.2900000000002,730.0,,,,,,869;1297;1525;1848;2629;2655;2693,Alcelaphus lichtensteinii,,0.98,0.98,14700.000000000004,,,,,,,,,
128,Artiodactyla,Cervidae,Alces,alces,True,461900.7599999996,12999.989999999998,1.25,235.0,365.0,1.7,98.85,86299.95999999998,,,668.1999999999998,1216.66,323.9999999999999,,,,,543;653;730;1013;1297;1418;1555;1573;1763;2525;2573;2620;2655;2890;2986;3009;3010,Alces alces,0.7352941176470589,1.25,0.9587062360592131,12463.171481707408,Artiodactyla,Cervidae,325000.0,286.847,24.783580799999996,325 000.0,286.847,24.783580799999996,White & Seymour (2003)
129,Artiodactyla,Cervidae,Alces,americanus,True,541460.4400000001,13499.989999999994,1.0,245.0000000000001,,,182.49999999999997,,,,631.3700000000001,,299.99999999999994,,,,,495;1013;1404;2718;3009;3010,Alces americanus,,,,,,,,,,,,,
130,Chiroptera,Pteropodidae,Alionycteris,paucidentata,True,16.240000000000002,,,,,,,,,,,,,,,,,1439;1647;1658;2151;2655,Alionycteris paucidentata,,,,,,,,,,,,,
131,Rodentia,Dipodidae,Allactaga,balikunica,True,,,,,,,,,,,,,,,,,,,Allactaga balikunica,,,,,,,,,,,,,
132,Rodentia,Dipodidae,Allactaga,bullata,True,,,2.52,,,,,,,,,,,,,,,1297,Allactaga bullata,,,,,,,,,,,,,
133,Rodentia,Dipodidae,Allactaga,elater,True,,,4.5,,,2.0,33.0,,142.00000000000003,142.00000000000003,105.21999999999997,,62.4,,,,"434,455,671,680",1297;2151;2655,Allactaga elater,2.25,,2.25,,,,,,,,,,
134,Rodentia,Dipodidae,Allactaga,euphratica,True,,,4.999999999999999,,,,,,,,,,50.4,,,,"434,455,610,671,730",543;1297;2151;2655,Allactaga euphratica,,,,,,,,,,,,,
135,Rodentia,Dipodidae,Allactaga,firouzi,True,,,,,,,,,,,,,,,,,,,Allactaga firouzi,,,,,,,,,,,,,
136,Rodentia,Dipodidae,Allactaga,hotsoni,True,,,,,,,,,,,,,,,,,,,Allactaga hotsoni,,,,,,,,,,,,,
137,Rodentia,Dipodidae,Allactaga,major,True,,,4.0,,,,,,,,377.5699999999999,,83.99999999999999,,,,"434,455,671",1297;2151,Allactaga major,,,,,,,,,,,,,
138,Rodentia,Dipodidae,Allactaga,severtzovi,True,,,3.9299999999999997,,,,,,,,,,,,,,,1297,Allactaga severtzovi,,,,,,,,,,,,,
139,Rodentia,Dipodidae,Allactaga,sibirica,True,,,3.4,,,1.0,,,,,,,54.00000000000001,,,,"434,455,671,978",1297,Allactaga sibirica,3.4,,3.4,,,,,,,,,,
140,Rodentia,Dipodidae,Allactaga,tetradactyla,True,52.00000000000001,,,,,,,,,,,,,,,,,2655,Allactaga tetradactyla,,,,,,,,,,,,,
141,Rodentia,Dipodidae,Allactaga,vinogradovi,True,,,,,,,,,,,,,,,,,,,Allactaga vinogradovi,,,,,,,,,,,,,
142,Rodentia,Dipodidae,Allactaga,williamsi,True,,,,,,,,,,,,,,,,,,,Allactaga williamsi,,,,,,,,,,,,,
143,Rodentia,Dipodidae,Allactodipus,bobrinskii,True,,,5.15,,,,,,,,,,,,,,,1297,Allactodipus bobrinskii,,,,,,,,,,,,,
144,Primates,Cercopithecidae,Allenopithecus,nigroviridis,True,,220.99999999999991,1.0,,,,108.00000000000003,,,,,,323.9999999999999,,,,"434,455,467,542,671,681",208;543;1297;1544;1547;1848;2344;2655,Allenopithecus nigroviridis,,,,,,,,,,,,,
145,Primates,Cheirogaleidae,Allocebus,trichotis,True,78.08999999999999,,1.0,,,1.0,,,,,,,,,,,,899;1046;1261;1544;1547;1848;2151;2344;2655,Allocebus trichotis,1.0,,1.0,,,,,,,,,,
146,Primates,Cercopithecidae,Allochrocebus,lhoesti,True,,,1.0,,485.00000000000006,0.8,,,,,,,289.2,,,,"455,467,671,679",,Allochrocebus lhoesti,1.25,1.3287671232876714,1.2887819459123366,,,,,,,,,,
147,Primates,Cercopithecidae,Allochrocebus,preussi,True,,,1.0,,,,,,,,,,312.00000000000006,,,,"671,730,978",,Allochrocebus preussi,,,,,,,,,,,,,
148,Rodentia,Cricetidae,Allocricetulus,curtatus,True,,,5.19,,,,,,,,,,,,,,,1297,Allocricetulus curtatus,,,,,,,,,,,,,
149,Rodentia,Cricetidae,Allocricetulus,eversmanni,True,,,4.99,,,2.0,,,,,,,,,,,,1297,Allocricetulus eversmanni,2.495,,2.495,,,,,,,,,,
