,Order,Family,Genus,Species,PlacentalMammal,AdultBodyMass (g),NeonateBodyMass (g),LitterSize (number),GestationLen (d),InterbirthInterval (d),LittersPerYear (number),WeaningAge (d),WeaningBodyMass (g),FemaleSexualMaturity (d),MaleSexualMaturity (d),PantheriaSexualMaturity (d),AgeAtFirstBirth (d),MaxLongevity (m),BasalMetabolicRate (W),BasalMetabolicRate (mLO2hr),BasalMetabolicRate (g),RefsAnAge,RefsPanTHERIA,BinomialName,YoungPerYear_Litters (number),YoungPerYear_Interval (number),YoungPerYear_Estimated (number),YoungMassPerYear_Estimated (g),Order_savage04,Family_savage04,mass_g,BMR_W,BMR_MJ_per_day,species_average_mass_g,species_average_BMR_W,species_average_BMR_MJ_per_day,ref
1445,Carnivora,Viverridae,Diplogale,hosei,True,,,,,,,,,,,,,,,,,,1113,Diplogale hosei,,,,,,,,,,,,,
1446,Soricomorpha,Soricidae,Diplomesodon,pulchellum,True,11.000000000000002,,4.99,,,,,,,,,,,,,,,1297;2655,Diplomesodon pulchellum,,,,,,,,,,,,,
1447,Rodentia,Echimyidae,Diplomys,caniceps,True,394.49000000000007,,,,,,,,,,,,,,,,,905;2151;2655,Diplomys caniceps,,,,,,,,,,,,,
1448,Rodentia,Echimyidae,Diplomys,labilis,True,282.17,59.50000000000001,1.18,55.719999999999985,,,,,,,,,,,,,,905;1297;2151;2655;2829,Diplomys labilis,,,,,,,,,,,,,
1449,Rodentia,Echimyidae,Diplomys,rufodorsalis,True,144.80000000000007,,,,,,,,,,,,,,,,,905;2151;2655,Diplomys rufodorsalis,,,,,,,,,,,,,
1450,Rodentia,Muridae,Diplothrix,legata,True,,,,,,,,,,,,,,,,,,,Diplothrix legata,,,,,,,,,,,,,
1451,Rodentia,Muridae,Dipodillus,bottai,True,,,,,,,,,,,,,,,,,,,Dipodillus bottai,,,,,,,,,,,,,
1452,Rodentia,Muridae,Dipodillus,campestris,True,,,4.3,,,,,,,,,,87.60000000000001,,,,"671,730,978",1252;1297;2655,Dipodillus campestris,,,,,,,,,,,,,
1453,Rodentia,Muridae,Dipodillus,dasyurus,True,27.500000000000004,,3.88,24.999999999999996,,,,,,,,,,,13.460000000000003,27.60000000000001,,771;1269;1297;2655;2978,Dipodillus dasyurus,,,,,,,,,,,,,
1454,Rodentia,Muridae,Dipodillus,harwoodi,True,,,,,,,,,,,,,,,,,,,Dipodillus harwoodi,,,,,,,,,,,,,
1455,Rodentia,Muridae,Dipodillus,jamesi,True,,,,,,,,,,,,,,,,,,,Dipodillus jamesi,,,,,,,,,,,,,
1456,Rodentia,Muridae,Dipodillus,lowei,True,,,,,,,,,,,,,,,,,,,Dipodillus lowei,,,,,,,,,,,,,
1457,Rodentia,Muridae,Dipodillus,mackilligini,True,,,,,,,,,,,,,,,,,,,Dipodillus mackilligini,,,,,,,,,,,,,
1458,Rodentia,Muridae,Dipodillus,maghrebi,True,,,,,,,,,,,,,,,,,,,Dipodillus maghrebi,,,,,,,,,,,,,
1459,Rodentia,Muridae,Dipodillus,rupicola,True,,,,,,,,,,,,,,,,,,,Dipodillus rupicola,,,,,,,,,,,,,
1460,Rodentia,Muridae,Dipodillus,simoni,True,17.4,,4.68,25.540000000000003,46.29999999999999,,,,,,97.01999999999998,152.08000000000004,,,,,,1297;2655,Dipodillus simoni,,0.5936547945205478,0.5936547945205478,,,,,,,,,,
1461,Rodentia,Muridae,Dipodillus,somalicus,True,,,,,,,,,,,,,,,,,,,Dipodillus somalicus,,,,,,,,,,,,,
1462,Rodentia,Muridae,Dipodillus,stigmonyx,True,,,,,,,,,,,,,,,,,,,Dipodillus stigmonyx,,,,,,,,,,,,,
1463,Rodentia,Muridae,Dipodillus,zakariai,True,,,,,,,,,,,,,,,,,,,Dipodillus zakariai,,,,,,,,,,,,,
1464,Rodentia,Heteromyidae,Dipodomys,agilis,True,60.20999999999998,,2.6,,,2.0,,,,,209.99999999999994,,,,64.05000000000001,61.00000000000001,,730;1297;1822;1849;2655,Dipodomys agilis,1.3,,1.3,,Rodentia,Heteromyidae,60.6,0.355,0.030672,60.6,0.355,0.030672,White & Seymour (2003)
1465,Rodentia,Heteromyidae,Dipodomys,californicus,True,84.95000000000002,,2.6,,,2.0,,,,,,,,,,,,1297;1570;2655,Dipodomys californicus,1.3,,1.3,,,,,,,,,,
1466,Rodentia,Heteromyidae,Dipodomys,compactus,True,49.24999999999999,,1.94,,,,,,,,,,,,,,,219;1297;2655,Dipodomys compactus,,,,,,,,,,,,,
1467,Rodentia,Heteromyidae,Dipodomys,deserti,True,105.79999999999998,3.04,3.0000000000000004,30.000000000000004,,3.0000000000000004,19.999999999999996,37.99999999999999,,,50.88,,103.19999999999999,0.517,93.99000000000001,104.89999999999998,"36,420,434,455,538,610,639,671",303;517;730;808;982;1215;1297;1514;1749;1822;2655,Dipodomys deserti,1.0,,1.0,3.04,Rodentia,Heteromyidae,104.7,0.541,0.0467424,105.8,0.517,0.0446688,Lovegrove (2003)
1468,Rodentia,Heteromyidae,Dipodomys,deserti,True,105.79999999999998,3.04,3.0000000000000004,30.000000000000004,,3.0000000000000004,19.999999999999996,37.99999999999999,,,50.88,,103.19999999999999,0.517,93.99000000000001,104.89999999999998,"36,420,434,455,538,610,639,671",303;517;730;808;982;1215;1297;1514;1749;1822;2655,Dipodomys deserti,1.0,,1.0,3.04,Rodentia,Heteromyidae,104.9,0.524,0.0452736,,,0.0,Lovegrove (2000)
1469,Rodentia,Heteromyidae,Dipodomys,deserti,True,105.79999999999998,3.04,3.0000000000000004,30.000000000000004,,3.0000000000000004,19.999999999999996,37.99999999999999,,,50.88,,103.19999999999999,0.517,93.99000000000001,104.89999999999998,"36,420,434,455,538,610,639,671",303;517;730;808;982;1215;1297;1514;1749;1822;2655,Dipodomys deserti,1.0,,1.0,3.04,Rodentia,Heteromyidae,106.0,0.514,0.0444096,,,0.0,White & Seymour (2003)
1470,Rodentia,Heteromyidae,Dipodomys,deserti,True,105.79999999999998,3.04,3.0000000000000004,30.000000000000004,,3.0000000000000004,19.999999999999996,37.99999999999999,,,50.88,,103.19999999999999,0.517,93.99000000000001,104.89999999999998,"36,420,434,455,538,610,639,671",303;517;730;808;982;1215;1297;1514;1749;1822;2655,Dipodomys deserti,1.0,,1.0,3.04,Rodentia,Heteromyidae,107.5,0.49,0.042336,,,0.0,Heusner (1991)
1471,Rodentia,Heteromyidae,Dipodomys,elator,True,105.81999999999996,,2.91,,,,,,,,,,,,,,,559;730;1297;2455;2655,Dipodomys elator,,,,,,,,,,,,,
1472,Rodentia,Heteromyidae,Dipodomys,gravipes,True,83.96,,,,,,,,,,,,,,,,,297;2655,Dipodomys gravipes,,,,,,,,,,,,,
1473,Rodentia,Heteromyidae,Dipodomys,heermanni,True,63.30000000000002,3.91,3.1,31.0,,2.0,31.0,28.099999999999998,,,53.13000000000001,,99.59999999999997,0.408,73.16999999999999,63.30000000000002,"36,434,455,538,610,671,680",723;730;959;1297;1514;1569;1822;1849;2655;2801,Dipodomys heermanni,1.55,,1.55,6.0605,Rodentia,Heteromyidae,63.3,0.408,0.035251199999999996,63.3,0.408,0.035251199999999996,White & Seymour (2003)
1474,Rodentia,Heteromyidae,Dipodomys,ingens,True,113.60999999999996,,4.77,,,,,,,,,,,,,,,449;730;1191;1297;1514;1573;2655;3031,Dipodomys ingens,,,,,,,,,,,,,
1475,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,35.0,0.234,0.020217600000000002,37.6,0.246,0.021254400000000003,Hart (1971)
1476,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,35.8,0.295,0.025488,,,0.0,Lovegrove (2003)
1477,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,36.5,0.237,0.0204768,,,0.0,White & Seymour (2003)
1478,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,37.7,0.248,0.0214272,,,0.0,Lovegrove (2000)
1479,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,38.0,0.24,0.020736,,,0.0,Hart (1971)
1480,Rodentia,Heteromyidae,Dipodomys,merriami,True,37.599999999999994,2.92,2.3,27.999999999999996,54.00000000000001,1.6,19.999999999999996,17.600000000000005,101.99999999999996,,67.11000000000001,97.0,116.40000000000003,0.24599999999999997,43.64,37.0,"36,420,434,455,610,671,680,731,817",309;313;377;418;432;464;602;728;730;808;884;1215;1295;1297;1514;1517;1573;1576;1577;1749;1822;1849;2257;2416;2417;2473;2655;2888;2978,Dipodomys merriami,1.4374999999999998,0.3402739726027397,0.6993881866434679,2.042213504998926,Rodentia,Heteromyidae,43.4,0.23,0.019872,,,0.0,Heusner (1991)
1481,Rodentia,Heteromyidae,Dipodomys,microps,True,56.26000000000001,4.0,2.37,30.99,,1.0,21.0,21.0,,,147.91999999999996,,,,60.15000000000001,55.7,,728;730;1215;1296;1297;1514;1576;1577;1822;2655,Dipodomys microps,2.37,,2.37,9.48,Rodentia,Heteromyidae,51.5,0.305,0.026352,54.6,0.335,0.028944,Lovegrove (2003)
1482,Rodentia,Heteromyidae,Dipodomys,microps,True,56.26000000000001,4.0,2.37,30.99,,1.0,21.0,21.0,,,147.91999999999996,,,,60.15000000000001,55.7,,728;730;1215;1296;1297;1514;1576;1577;1822;2655,Dipodomys microps,2.37,,2.37,9.48,Rodentia,Heteromyidae,54.2,0.33,0.028512,,,0.0,Heusner (1991)
1483,Rodentia,Heteromyidae,Dipodomys,microps,True,56.26000000000001,4.0,2.37,30.99,,1.0,21.0,21.0,,,147.91999999999996,,,,60.15000000000001,55.7,,728;730;1215;1296;1297;1514;1576;1577;1822;2655,Dipodomys microps,2.37,,2.37,9.48,Rodentia,Heteromyidae,55.7,0.336,0.0290304,,,0.0,Lovegrove (2000)
1484,Rodentia,Heteromyidae,Dipodomys,microps,True,56.26000000000001,4.0,2.37,30.99,,1.0,21.0,21.0,,,147.91999999999996,,,,60.15000000000001,55.7,,728;730;1215;1296;1297;1514;1576;1577;1822;2655,Dipodomys microps,2.37,,2.37,9.48,Rodentia,Heteromyidae,57.2,0.373,0.0322272,,,0.0,White & Seymour (2003)
1485,Rodentia,Heteromyidae,Dipodomys,nelsoni,True,87.92999999999998,,1.94,,,,,,,,,,,,,,,301;1297;2473;2655,Dipodomys nelsoni,,,,,,,,,,,,,
1486,Rodentia,Heteromyidae,Dipodomys,nitratoides,True,41.59,2.96,2.14,32.89,,,22.369999999999997,19.999999999999996,,,95.24000000000004,83.99999999999999,,,46.11000000000001,37.800000000000004,,308;709;884;982;1297;1822;2655,Dipodomys nitratoides,,,,,Rodentia,Heteromyidae,37.8,0.257,0.0222048,37.8,0.204,0.017625599999999998,White & Seymour (2003)
1487,Rodentia,Heteromyidae,Dipodomys,nitratoides,True,41.59,2.96,2.14,32.89,,,22.369999999999997,19.999999999999996,,,95.24000000000004,83.99999999999999,,,46.11000000000001,37.800000000000004,,308;709;884;982;1297;1822;2655,Dipodomys nitratoides,,,,,Rodentia,Heteromyidae,37.8,0.162,0.013996800000000002,,,0.0,Lovegrove (2003)
1488,Rodentia,Heteromyidae,Dipodomys,ordii,True,47.79999999999999,4.999999999999999,3.0000000000000004,29.000000000000004,142.99999999999994,2.0,34.00000000000001,,61.00000000000001,,86.76999999999997,,118.80000000000001,0.339,63.96999999999997,48.800000000000004,"36,420,434,441,455,610,671,680",299;377;543;756;808;1055;1215;1297;1354;1514;1559;1573;1577;1749;1811;1822;2257;2473;2655;2888,Dipodomys ordii,1.5000000000000002,1.1753424657534244,1.3277852607368923,6.63892630368446,Rodentia,Heteromyidae,46.8,0.358,0.030931199999999996,47.8,0.339,0.029289600000000002,White & Seymour (2003)
1489,Rodentia,Heteromyidae,Dipodomys,ordii,True,47.79999999999999,4.999999999999999,3.0000000000000004,29.000000000000004,142.99999999999994,2.0,34.00000000000001,,61.00000000000001,,86.76999999999997,,118.80000000000001,0.339,63.96999999999997,48.800000000000004,"36,420,434,441,455,610,671,680",299;377;543;756;808;1055;1215;1297;1354;1514;1559;1573;1577;1749;1811;1822;2257;2473;2655;2888,Dipodomys ordii,1.5000000000000002,1.1753424657534244,1.3277852607368923,6.63892630368446,Rodentia,Heteromyidae,48.8,0.32,0.027648,,,0.0,Heusner (1991)
1490,Rodentia,Heteromyidae,Dipodomys,panamintinus,True,73.66999999999999,4.5,3.7799999999999994,29.440000000000005,,,27.89,,,,,,,,68.28,56.899999999999984,,884;982;1215;1297;1448;1514;1577;1822;2655,Dipodomys panamintinus,,,,,Rodentia,Heteromyidae,56.9,0.38,0.032832,60.4,0.397,0.034300800000000006,Heusner (1991)
1491,Rodentia,Heteromyidae,Dipodomys,panamintinus,True,73.66999999999999,4.5,3.7799999999999994,29.440000000000005,,,27.89,,,,,,,,68.28,56.899999999999984,,884;982;1215;1297;1448;1514;1577;1822;2655,Dipodomys panamintinus,,,,,Rodentia,Heteromyidae,64.2,0.414,0.0357696,,,0.0,White & Seymour (2003)
1492,Rodentia,Heteromyidae,Dipodomys,phillipsii,True,41.00000000000001,,2.59,,,,,,,,,,,,,,,1297;1638;2655,Dipodomys phillipsii,,,,,,,,,,,,,
1493,Rodentia,Heteromyidae,Dipodomys,simulans,True,,,,,,,,,,,,,,,,,,,Dipodomys simulans,,,,,,,,,,,,,
1494,Rodentia,Heteromyidae,Dipodomys,spectabilis,True,,7.749999999999999,2.0,23.0,42.00000000000001,2.0,24.000000000000004,30.299999999999997,,,310.3299999999999,,152.40000000000003,,,,"434,455,610,671",302;730;1297;1360;1514;1573;2412;2655;2888;2978,Dipodomys spectabilis,1.0,0.2301369863013699,0.4797259491640721,3.717876106021558,,,,,,,,,
1495,Rodentia,Heteromyidae,Dipodomys,stephensi,True,68.48999999999997,4.4,2.68,,,2.0,19.86,26.5,,,,,,,,,,386;1297;1514;1573;1720;2336;2655,Dipodomys stephensi,1.34,,1.34,5.896000000000001,,,,,,,,,
1496,Rodentia,Heteromyidae,Dipodomys,venustus,True,81.52,,1.73,,,1.5,,,,,,,,,,,,300;311;1297;2655,Dipodomys venustus,1.1533333333333333,,1.1533333333333333,,,,,,,,,,
1497,Rodentia,Dipodidae,Dipus,sagitta,True,88.99999999999999,,3.49,27.500000000000004,,2.0,,,,,,,,,,,,1297;2151;2655,Dipus sagitta,1.745,,1.745,,,,,,,,,,
1500,Chiroptera,Pteropodidae,Dobsonia,anderseni,True,233.99000000000007,,,,,,,,,,,,,,,,,196;259,Dobsonia anderseni,,,,,,,,,,,,,
1501,Chiroptera,Pteropodidae,Dobsonia,beauforti,True,165.34999999999994,,0.99,,,1.0,,,,,,,,,,,,259;978;1297;1658;2017;2151;2655,Dobsonia beauforti,0.99,,0.99,,,,,,,,,,
1502,Chiroptera,Pteropodidae,Dobsonia,chapmani,True,,,,,,,,,,,,,,,,,,1658;2017;2151,Dobsonia chapmani,,,,,,,,,,,,,
1503,Chiroptera,Pteropodidae,Dobsonia,crenulata,True,218.20999999999995,,,,,,,,,,,,,,,,,80;759,Dobsonia crenulata,,,,,,,,,,,,,
1504,Chiroptera,Pteropodidae,Dobsonia,emersa,True,201.05999999999992,,,,,,,,,,,,,,,,,978;1658;2151;2655,Dobsonia emersa,,,,,,,,,,,,,
1505,Chiroptera,Pteropodidae,Dobsonia,exoleta,True,302.03,,,,,,,,,,,,,,,,,80;759;1658;2151;2655,Dobsonia exoleta,,,,,,,,,,,,,
1506,Chiroptera,Pteropodidae,Dobsonia,inermis,True,152.59999999999997,,0.99,,,2.0,,,,,,,,,,,,80;196;259;360;406;1297;1658;2151;2280;2655,Dobsonia inermis,0.495,,0.495,,,,,,,,,,
1507,Chiroptera,Pteropodidae,Dobsonia,magna,True,464.99999999999983,,,,,,164.99999999999994,,,,755.1499999999999,,,,,,,80;196;259;2017,Dobsonia magna,,,,,,,,,,,,,
1508,Chiroptera,Pteropodidae,Dobsonia,minor,True,85.95000000000003,,0.99,,,2.0,,,,,,,,,92.01000000000003,80.34999999999997,,406;1297;1658;1822;1948;1950;2017;2151;2622;2655;2763,Dobsonia minor,0.495,,0.495,,Chiroptera,Pteropodidae,73.7,0.415,0.035856,80.1,0.504,0.0435456,White & Seymour (2003)
1509,Chiroptera,Pteropodidae,Dobsonia,minor,True,85.95000000000003,,0.99,,,2.0,,,,,,,,,92.01000000000003,80.34999999999997,,406;1297;1658;1822;1948;1950;2017;2151;2622;2655;2763,Dobsonia minor,0.495,,0.495,,Chiroptera,Pteropodidae,87.0,0.612,0.052876799999999995,,,0.0,Lovegrove (2000)
1510,Chiroptera,Pteropodidae,Dobsonia,moluccensis,True,312.40000000000003,55.000000000000014,1.0,149.99999999999997,,1.0,180.0,,,,714.8300000000003,,147.59999999999997,1.411,394.1999999999999,463.79999999999984,"36,420,434,455,671,971",80;259;360;406;866;1297;1658;1950;2143;2151;2622;2655;2744,Dobsonia moluccensis,1.0,,1.0,55.000000000000014,Chiroptera,Pteropodidae,241.4,0.971,0.0838944,312.4,1.411,0.1219104,White & Seymour (2003)
1511,Chiroptera,Pteropodidae,Dobsonia,moluccensis,True,312.40000000000003,55.000000000000014,1.0,149.99999999999997,,1.0,180.0,,,,714.8300000000003,,147.59999999999997,1.411,394.1999999999999,463.79999999999984,"36,420,434,455,671,971",80;259;360;406;866;1297;1658;1950;2143;2151;2622;2655;2744,Dobsonia moluccensis,1.0,,1.0,55.000000000000014,Chiroptera,Pteropodidae,404.3,2.052,0.17729280000000003,,,0.0,White & Seymour (2003)
1512,Chiroptera,Pteropodidae,Dobsonia,pannietensis,True,239.18999999999994,,0.98,,,,,,,,,,,,173.8,241.4,,80;259;265;406;978;1658;1950;2151;2655,Dobsonia pannietensis,,,,,,,,,,,,,
1513,Chiroptera,Pteropodidae,Dobsonia,peronii,True,226.5099999999999,52.4,0.98,,,,,,,,,,,,,,,80;262;1297;1386;1388;1621;1658;2017;2143;2151;2655;3023,Dobsonia peronii,,,,,,,,,,,,,
1514,Chiroptera,Pteropodidae,Dobsonia,praedatrix,True,178.73999999999995,32.0,1.0,,,2.0,,,,,,,,,141.79999999999998,179.49999999999994,,80;196;360;406;978;1658;1950;2151;2655,Dobsonia praedatrix,0.5,,0.5,16.0,Chiroptera,Pteropodidae,179.5,0.795,0.068688,179.5,0.795,0.068688,White & Seymour (2003)
1515,Chiroptera,Pteropodidae,Dobsonia,viridis,True,240.65999999999988,,,,,,,,,,,,,,,,,80;259;1658;2143;2151;2655,Dobsonia viridis,,,,,,,,,,,,,
1516,Rodentia,Caviidae,Dolichotis,patagonum,True,,561.9400000000002,2.0,85.00000000000001,100.00000000000004,3.5,64.99999999999999,,158.00000000000003,183.00000000000009,216.02999999999992,243.32999999999993,172.80000000000007,,,,"434,455,610,671",511;539;543;890;1044;1297;1573;2151;2655;2788,Dolichotis patagonum,0.5714285714285714,0.5479452054794522,0.5595637103925328,314.44123141798,,,,,,,,,
1517,Rodentia,Caviidae,Dolichotis,salinicola,True,1607.6000000000004,198.99999999999997,1.94,77.5,,,,,,,,,,,725.8499999999998,1613.0000000000005,,1297;1627;1822;2151;2480;2655,Dolichotis salinicola,,,,,Rodentia,Caviidae,1613.0,4.05,0.34992,1 613.0,4.05,0.34992,White & Seymour (2003)
1518,Carnivora,Herpestidae,Dologale,dybowskii,True,361.92000000000013,,4.0,,,,,,,,,,,,,,,1113;2655,Dologale dybowskii,,,,,,,,,,,,,
1519,Artiodactyla,Bovidae,Dorcatragus,megalotis,True,10918.119999999997,,1.0,,,,,,,,,,167.99999999999997,,,,,511;899;1525;1848;2655;2693;2986,Dorcatragus megalotis,,,,,,,,,,,,,
1526,Rodentia,Sciuridae,Dremomys,everetti,True,129.77999999999994,,,,,,,,,,,,,,,,,2152;2655,Dremomys everetti,,,,,,,,,,,,,
1527,Rodentia,Sciuridae,Dremomys,gularis,True,,,,,,,,,,,,,,,,,,,Dremomys gularis,,,,,,,,,,,,,
1528,Rodentia,Sciuridae,Dremomys,lokriah,True,226.98999999999995,,3.6800000000000006,,,,,,,,,,85.20000000000003,,,,,32;543;1297;2655,Dremomys lokriah,,,,,,,,,,,,,
1529,Rodentia,Sciuridae,Dremomys,pernyi,True,198.62999999999994,,,,,,,,,,,,,,,,,32;2655,Dremomys pernyi,,,,,,,,,,,,,
1530,Rodentia,Sciuridae,Dremomys,pyrrhomerus,True,,,,,,,,,,,,,,,,,,,Dremomys pyrrhomerus,,,,,,,,,,,,,
1531,Rodentia,Sciuridae,Dremomys,rufigenis,True,200.31999999999996,,,,,,,,,,,,,,,,,1971;2655;2844,Dremomys rufigenis,,,,,,,,,,,,,
1533,Rodentia,Gliridae,Dryomys,laniger,True,25.91,,4.18,30.199999999999996,,1.0,31.319999999999997,,,,,,,,,,,899;1297;2151,Dryomys laniger,4.18,,4.18,,,,,,,,,,
1534,Rodentia,Gliridae,Dryomys,niethammeri,True,,,,,,,,,,,,,,,,,,,Dryomys niethammeri,,,,,,,,,,,,,
1535,Rodentia,Gliridae,Dryomys,nitedula,True,,1.73,3.0000000000000004,27.999999999999996,,1.2,30.000000000000004,,,,,,49.199999999999996,,,,"434,455,542,570,610,671",543;1297;2151;2655,Dryomys nitedula,2.5000000000000004,,2.5000000000000004,4.325000000000001,,,,,,,,,
1536,Sirenia,Dugongidae,Dugong,dugon,True,,27500.000000000022,1.0,374.0000000000001,1520.9999999999995,0.2,548.0000000000002,,3470.000000000001,3470.000000000001,3775.759999999998,,876.0000000000002,,,,"2,434,443,455,610,671,680,1043",92;543;679;890;899;1297;1424;2151;2193;2332;2629;2655,Dugong dugon,5.0,4.167123287671232,4.5646047406490915,125526.63036785011,,,,,,,,,
1537,Carnivora,Canidae,Dusicyon,australis,True,,,,,,,,,,,,,,,,,,1113,Dusicyon australis,,,,,,,,,,,,,
1538,Chiroptera,Pteropodidae,Dyacopterus,brooksi,True,,,,,,,,,,,,,,,,,,1343,Dyacopterus brooksi,,,,,,,,,,,,,
1539,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,True,81.1,,,,,,,,,,,,,,,,,1343;1658;2151;2269;2622;2655;2709;2710;2834,Dyacopterus spadiceus,,,,,,,,,,,,,
1540,Soricomorpha,Talpidae,Dymecodon,pilirostris,True,15.46,,3.0000000000000004,40.0,,1.0,,,,,,,,,,,,2131;2741,Dymecodon pilirostris,3.0000000000000004,,3.0000000000000004,,,,,,,,,,
1541,Rodentia,Echimyidae,Echimys,chrysurus,True,609.99,,1.94,,,,,,,,,,,,,,,730;905;1297;2151;2431;2655,Echimys chrysurus,,,,,,,,,,,,,
1542,Rodentia,Echimyidae,Echimys,saturnus,True,626.8899999999998,,,,,,,,,,,,,,,,,2655,Echimys saturnus,,,,,,,,,,,,,
1543,Rodentia,Echimyidae,Echimys,semivillosus,True,282.35999999999996,,,,,,,,,,,,,,,,,730;2151;2655,Echimys semivillosus,,,,,,,,,,,,,
1544,Rodentia,Erethizontidae,Echinoprocta,rufescens,True,831.7900000000001,,,,,,,,,,,,,,,,,2655,Echinoprocta rufescens,,,,,,,,,,,,,
1545,Afrosoricida,Tenrecidae,Echinops,telfairi,True,116.40000000000003,7.669999999999999,6.0,55.000000000000014,,1.0,29.000000000000004,49.99999999999999,365.0,365.0,278.42,,228.00000000000006,0.75,133.85999999999999,116.40000000000003,"36,148,434,455,542,610,671,678,680,731,1030,1103",543;886;1045;1160;1297;1822;2151;2655;2720;2786,Echinops telfairi,6.0,,6.0,46.019999999999996,Insectivora,Tenrecidae,116.4,0.75,0.0648,116.4,0.75,0.0648,Heusner (1991)
1546,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,True,756.5299999999997,14.240000000000002,1.9,37.739999999999995,,2.0,,,,,,,83.99999999999999,,504.8400000000001,721.2000000000002,,543;678;886;1297;1456;1822;1946;1973;2408;2655;2786,Echinosorex gymnura,0.95,,0.95,13.528,Insectivora,Erinaceidae,721.2,2.816,0.2433024,721.2,2.816,0.2433024,White & Seymour (2003)
1547,Rodentia,Muridae,Echiothrix,centrosa,True,,,,,,,,,,,,,,,,,,,Echiothrix centrosa,,,,,,,,,,,,,
1548,Rodentia,Muridae,Echiothrix,leucura,True,,,,,,,,,,,,,,,,,,679,Echiothrix leucura,,,,,,,,,,,,,
1555,Chiroptera,Phyllostomidae,Ectophylla,alba,True,5.55,,0.99,,,2.0,24.98,,,,,,,,,,,108;473;474;1297;1658;1705;2151;2655;2850;3023,Ectophylla alba,0.495,,0.495,,,,,,,,,,
1556,Chiroptera,Pteropodidae,Eidolon,dupreanum,True,297.58,49.989999999999995,1.22,131.31999999999996,,1.0,,,,,,,239.99999999999997,,,,,77;271;1048;2151;2655,Eidolon dupreanum,1.22,,1.22,60.98779999999999,,,,,,,,,
1557,Chiroptera,Pteropodidae,Eidolon,helvum,True,,49.99999999999999,1.0,275.0000000000001,365.0,1.0,64.99999999999999,135.00000000000003,,,,,261.6,,,,"424,434,455,671,971,1059,1119",17;77;196;258;266;271;360;543;769;904;932;1034;1271;1297;1309;1386;1510;1536;1658;1938;2017;2090;2143;2151;2177;2622;2655;2719;3023;3071,Eidolon helvum,1.0,1.0,1.0,49.99999999999999,,,,,,,,,
